Ensembl gene ID	NCBI gene ID
ENSG00000150456	221143
ENSG00000224531	221710
ENSG00000013573	1663
ENSG00000155026	222967
ENSG00000180347	223075
ENSG00000188175	253012
ENSG00000205678	253017
ENSG00000206344	253018
ENSG00000226752	253039
ENSG00000259666	253044
ENSG00000214826	440081
ENSG00000226051	253264
ENSG00000174032	253512
ENSG00000224406	253573
ENSG00000233827	339521
ENSG00000174099	253827
ENSG00000250107	253962
ENSG00000181826	768211
ENSG00000109606	1665
ENSG00000174939	253982
ENSG00000258573	254028
ENSG00000260233	254100
ENSG00000236859	254128
ENSG00000229240	254312
ENSG00000174165	254359
ENSG00000255571	254559
ENSG00000204560	8449
ENSG00000162542	255104
ENSG00000250056	255167
ENSG00000168907	255189
ENSG00000226929	255313
ENSG00000198284	255330
ENSG00000249263	107133524
ENSG00000100201	10521
ENSG00000146090	255426
ENSG00000255399	255480
ENSG00000255153	255512
ENSG00000168743	255743
ENSG00000257704	255783
ENSG00000214097	255798
ENSG00000215837	727956
ENSG00000257242	256021
ENSG00000088205	8886
ENSG00000161860	256126
ENSG00000173681	256643
ENSG00000186517	257106
ENSG00000235172	257358
ENSG00000247796	257396
ENSG00000204128	257407
ENSG00000157349	11269
ENSG00000178645	282966
ENSG00000234962	282980
ENSG00000203867	282996
ENSG00000203497	282997
ENSG00000064703	11218
ENSG00000233395	283033
ENSG00000224596	283050
ENSG00000235824	100507605
ENSG00000227165	283089
ENSG00000246273	283104
ENSG00000165732	9188
ENSG00000168070	283129
ENSG00000162241	283130
ENSG00000250303	283140
ENSG00000246100	283143
ENSG00000238283	400609
ENSG00000248712	283152
ENSG00000255545	283177
ENSG00000215301	1654
ENSG00000247867	283214
ENSG00000188997	283219
ENSG00000177042	283232
ENSG00000167771	283248
ENSG00000280798	283267
ENSG00000108654	1655
ENSG00000205885	283314
ENSG00000258135	283332
ENSG00000257337	283335
ENSG00000139651	283337
ENSG00000249196	283352
ENSG00000176422	283377
ENSG00000110367	1656
ENSG00000236333	283392
ENSG00000257137	283403
ENSG00000258279	283404
ENSG00000139354	283431
ENSG00000258169	283432
ENSG00000256494	283435
ENSG00000151233	283464
ENSG00000067596	1659
ENSG00000255874	283487
ENSG00000227105	144
ENSG00000135829	1660
ENSG00000139508	283537
ENSG00000259070	283547
ENSG00000214900	283551
ENSG00000246548	283575
ENSG00000213160	151230
ENSG00000258804	283585
ENSG00000228002	1661
ENSG00000247092	283596
ENSG00000258441	283624
ENSG00000247982	283663
ENSG00000259285	283665
ENSG00000258754	283682
ENSG00000033800	8554
ENSG00000259642	283687
ENSG00000259361	283688
ENSG00000259462	283692
ENSG00000104325	1666
ENSG00000260305	283738
ENSG00000259218	283761
ENSG00000197361	283807
	504189
ENSG00000242612	26063
ENSG00000179044	283849
ENSG00000246379	283856
ENSG00000261742	283867
ENSG00000260565	100507321
ENSG00000262152	283875
ENSG00000158796	9191
ENSG00000262155	283887
ENSG00000259954	283888
ENSG00000259841	283914
ENSG00000214331	283922
ENSG00000260852	283932
ENSG00000174109	283951
ENSG00000255185	109731405
ENSG00000226179	283981
ENSG00000182173	283989
ENSG00000267535	283994
ENSG00000204278	283999
ENSG00000176155	284001
ENSG00000186665	284018
ENSG00000271605	284021
ENSG00000179859	284023
ENSG00000246640	284080
ENSG00000277972	284106
ENSG00000214514	284116
ENSG00000176845	284207
ENSG00000261520	284215
ENSG00000197046	284266
ENSG00000206026	284274
	284276
ENSG00000258995	145
ENSG00000023892	50619
ENSG00000267134	284294
ENSG00000197782	284323
ENSG00000176472	284346
ENSG00000104866	284352
ENSG00000161671	284361
ENSG00000206047	1667
ENSG00000163584	200916
ENSG00000197608	284371
ENSG00000267106	284385
ENSG00000197054	284390
ENSG00000264515	284395
ENSG00000205209	284402
ENSG00000267254	284408
ENSG00000188039	284434
ENSG00000239839	1668
ENSG00000267519	284454
ENSG00000156869	391059
ENSG00000238107	284561
ENSG00000164821	1669
ENSG00000224717	284577
	284578
ENSG00000286619	284581
ENSG00000230368	284593
ENSG00000162636	284611
ENSG00000143028	284612
ENSG00000272031	284615
ENSG00000164816	1670
ENSG00000230023	284632
ENSG00000261504	284648
ENSG00000198983	554213
ENSG00000188004	284677
ENSG00000171722	284680
ENSG00000164822	1671
ENSG00000213578	594855
ENSG00000162461	284723
ENSG00000196421	284739
ENSG00000235621	284749
ENSG00000203999	284751
ENSG00000228340	284757
ENSG00000164825	1672
ENSG00000227195	284801
ENSG00000218537	284889
ENSG00000171711	1673
ENSG00000224271	284930
ENSG00000144130	284958
ENSG00000124795	7913
ENSG00000287036	285000
ENSG00000189292	285016
ENSG00000139726	8562
ENSG00000231453	285084
ENSG00000134330	285148
ENSG00000120907	148
ENSG00000175084	1674
ENSG00000243197	285194
ENSG00000240423	285205
ENSG00000241163	285286
ENSG00000230891	285326
ENSG00000180376	285331
ENSG00000197766	1675
ENSG00000178917	285346
ENSG00000154813	285381
ENSG00000230102	285389
ENSG00000160049	1676
ENSG00000244342	285401
ENSG00000249464	285419
ENSG00000182308	285429
ENSG00000251165	285441
ENSG00000249896	285484
ENSG00000178222	285498
ENSG00000169598	1677
ENSG00000250131	285500
ENSG00000231171	285501
ENSG00000185477	285513
ENSG00000145428	285533
ENSG00000281501	285540
ENSG00000281202	285547
ENSG00000246095	285548
ENSG00000237765	285550
ENSG00000248713	285556
ENSG00000248118	285577
ENSG00000253955	285593
ENSG00000253298	285627
ENSG00000253417	285629
ENSG00000205765	285636
ENSG00000164197	285671
ENSG00000204661	285679
ENSG00000249781	285692
ENSG00000263667	285766
ENSG00000286785	285768
ENSG00000281692	285796
ENSG00000228789	285834
ENSG00000188755	440452
ENSG00000283215	285857
ENSG00000146910	285888
ENSG00000179406	285908
ENSG00000232956	285958
ENSG00000229153	285965
ENSG00000170214	147
ENSG00000242258	285972
ENSG00000198556	285989
ENSG00000171044	286046
ENSG00000204839	642475
ENSG00000181135	286075
ENSG00000254083	286094
ENSG00000155970	286097
ENSG00000255559	286103
ENSG00000253199	286114
ENSG00000253279	286135
ENSG00000205133	286144
ENSG00000156162	286148
ENSG00000254139	286178
ENSG00000254081	286186
ENSG00000248801	286189
ENSG00000246366	286190
ENSG00000160401	286207
ENSG00000234771	100289019
ENSG00000165643	402381
ENSG00000230246	441452
ENSG00000228189	286238
ENSG00000148362	286257
ENSG00000227449	387628
ENSG00000231528	286333
ENSG00000175611	100128782
ENSG00000227555	286370
ENSG00000235641	100129347
ENSG00000187893	392459
ENSG00000203930	286411
ENSG00000101812	286436
ENSG00000230501	338579
ENSG00000225269	338588
ENSG00000233930	338651
ENSG00000283703	338667
ENSG00000172932	338692
ENSG00000247151	338739
ENSG00000271614	338758
ENSG00000183160	338773
ENSG00000230294	338797
ENSG00000212694	338799
ENSG00000247157	338817
ENSG00000236678	338864
ENSG00000276141	339005
ENSG00000182896	339168
ENSG00000214226	339210
ENSG00000204237	339229
ENSG00000214087	339231
ENSG00000212719	339263
ENSG00000188895	339287
ENSG00000263753	339290
ENSG00000185761	339366
ENSG00000237975	339400
ENSG00000198912	339448
ENSG00000178821	339456
ENSG00000227016	339468
	339476
ENSG00000220785	339483
ENSG00000267272	339524
ENSG00000226828	339529
ENSG00000215808	339535
ENSG00000205704	339674
ENSG00000230992	339742
ENSG00000144228	339745
ENSG00000238133	339751
ENSG00000185038	339766
ENSG00000144488	339768
ENSG00000173557	339778
ENSG00000236790	339789
ENSG00000212978	339803
ENSG00000233694	339807
ENSG00000173421	339834
ENSG00000274840	339862
ENSG00000250608	339874
ENSG00000243629	339894
ENSG00000144644	339896
ENSG00000270959	339929
ENSG00000206417	339942
ENSG00000187054	339967
ENSG00000250456	339978
ENSG00000246526	339988
ENSG00000234111	340017
ENSG00000174358	340024
ENSG00000246334	340037
ENSG00000184584	340061
ENSG00000164334	340069
ENSG00000249647	340073
ENSG00000251045	340074
ENSG00000215231	340094
ENSG00000248908	340107
ENSG00000248279	340113
ENSG00000145949	340156
ENSG00000188732	340277
ENSG00000146856	340351
ENSG00000254813	340357
ENSG00000197363	340385
ENSG00000246339	101929402
ENSG00000228376	340508
ENSG00000229613	340515
ENSG00000186288	340529
ENSG00000083307	79977
ENSG00000184515	340542
ENSG00000231154	340544
ENSG00000184788	340562
ENSG00000267041	342892
ENSG00000270601	343068
ENSG00000204505	343070
ENSG00000187545	343071
ENSG00000205085	346653
ENSG00000171873	146
ENSG00000166839	348094
ENSG00000258710	348120
ENSG00000174177	348180
ENSG00000182628	348235
ENSG00000225663	348262
ENSG00000199132	554214
ENSG00000188511	348645
ENSG00000238062	348761
ENSG00000206535	348801
ENSG00000226435	348840
ENSG00000251669	348926
ENSG00000172548	348938
ENSG00000188185	349114
ENSG00000187260	349136
	349196
ENSG00000187144	374955
ENSG00000143951	51057
ENSG00000164011	51058
ENSG00000147724	51059
ENSG00000153066	51061
ENSG00000189269	51233
ENSG00000128463	51234
ENSG00000154781	51244
ENSG00000120509	51248
ENSG00000159596	51249
ENSG00000168754	51252
ENSG00000168894	51255
ENSG00000099785	51257
ENSG00000172086	51315
ENSG00000176624	51320
ENSG00000196704	51321
ENSG00000186088	54103
ENSG00000102984	55565
ENSG00000214511	613227
ENSG00000197852	55924
ENSG00000100319	55954
ENSG00000005194	57019
ENSG00000117477	57821
ENSG00000196236	63929
ENSG00000187801	65243
ENSG00000197483	89887
ENSG00000186193	89958
ENSG00000229320	90133
ENSG00000235823	90271
ENSG00000172771	90288
ENSG00000204611	90317
ENSG00000196214	90321
ENSG00000214814	654463
ENSG00000196458	100289635
ENSG00000289811	90499
ENSG00000001460	90529
ENSG00000196466	90576
ENSG00000186687	90624
ENSG00000178381	90637
ENSG00000240230	90639
ENSG00000177822	90768
ENSG00000196118	90835
ENSG00000167962	90850
ENSG00000228016	91149
ENSG00000197355	91373
ENSG00000175329	91464
ENSG00000231057	91548
ENSG00000164182	91942
ENSG00000140450	91947
ENSG00000251209	91948
ENSG00000197620	91966
ENSG00000235437	92249
ENSG00000205464	92270
ENSG00000214413	92482
ENSG00000135127	92558
ENSG00000204006	284546
ENSG00000135736	92922
ENSG00000150594	150
ENSG00000105928	1687
ENSG00000169446	93380
ENSG00000257743	93432
ENSG00000128438	96597
ENSG00000179796	116135
ENSG00000109084	27346
ENSG00000138621	60490
ENSG00000137500	60492
ENSG00000154839	220134
ENSG00000164332	134510
ENSG00000179387	255520
ENSG00000075914	23016
ENSG00000161618	126133
ENSG00000154114	219899
ENSG00000224051	80772
ENSG00000126254	79171
ENSG00000104957	81576
ENSG00000151502	112936
ENSG00000099251	158160
ENSG00000288701	84726
ENSG00000131475	84313
ENSG00000156269	84779
ENSG00000214184	644903
ENSG00000132881	79363
ENSG00000179029	84314
ENSG00000163521	79411
ENSG00000131188	80758
ENSG00000183615	84734
ENSG00000139437	84260
ENSG00000132004	84261
ENSG00000134548	80763
ENSG00000272620	84740
ENSG00000136490	80774
ENSG00000144120	80775
ENSG00000165118	84267
ENSG00000119820	84272
ENSG00000262001	84777
ENSG00000175376	84285
ENSG00000165233	84270
ENSG00000167183	79170
ENSG00000184164	79174
ENSG00000138092	79172
ENSG00000132016	79173
ENSG00000168101	84309
ENSG00000107872	79176
ENSG00000182544	84975
ENSG00000138678	84803
ENSG00000135953	84804
ENSG00000141098	81577
ENSG00000070476	79364
ENSG00000133878	78986
ENSG00000160050	79140
ENSG00000164244	133619
ENSG00000203666	84288
ENSG00000277462	93474
ENSG00000214262	84832
ENSG00000215908	84809
ENSG00000119431	81932
ENSG00000152242	147339
ENSG00000160539	84814
ENSG00000254858	84769
ENSG00000136710	84317
ENSG00000165152	84302
ENSG00000271271	574537
ENSG00000159685	84303
ENSG00000175938	93129
ENSG00000164325	134288
ENSG00000137691	85016
ENSG00000149761	84304
ENSG00000187699	84281
ENSG00000198182	84775
ENSG00000126249	84306
ENSG00000214783	84820
ENSG00000163472	84283
ENSG00000188321	84527
ENSG00000137656	84811
ENSG00000274286	151
ENSG00000169951	92595
ENSG00000132406	85013
ENSG00000120647	84318
ENSG00000135778	84284
ENSG00000171792	83695
ENSG00000164077	84315
ENSG00000187642	84808
ENSG00000174007	84984
ENSG00000147689	84985
ENSG00000244187	85014
ENSG00000183011	84316
ENSG00000255072	84992
ENSG00000171877	84978
ENSG00000178449	84987
ENSG00000187713	94107
ENSG00000129235	84817
ENSG00000186594	84981
ENSG00000138629	84993
ENSG00000272767	84989
ENSG00000255650	84983
ENSG00000147679	84294
ENSG00000147536	84296
ENSG00000153363	84791
ENSG00000122477	127495
ENSG00000139233	84298
ENSG00000141741	84299
ENSG00000154945	91369
ENSG00000114779	84836
ENSG00000213213	84960
ENSG00000157637	124565
ENSG00000144815	91775
ENSG00000122986	84329
ENSG00000186603	84842
ENSG00000239382	84964
ENSG00000272168	401237
ENSG00000117154	84966
ENSG00000196507	85012
ENSG00000235961	84968
ENSG00000175309	85007
ENSG00000142698	84970
ENSG00000233016	84973
ENSG00000179715	91523
ENSG00000223749	84848
ENSG00000237009	84850
ENSG00000145348	93627
ENSG00000203865	84852
ENSG00000180628	84333
ENSG00000186523	85002
ENSG00000185904	84856
ENSG00000198858	91300
ENSG00000177946	92806
ENSG00000158246	115572
ENSG00000143340	148753
ENSG00000179178	128218
ENSG00000170439	196410
ENSG00000176896	170082
ENSG00000264575	147525
ENSG00000185361	126282
ENSG00000181264	219902
ENSG00000151135	90488
ENSG00000169181	146395
ENSG00000231824	642597
ENSG00000166750	162394
ENSG00000172339	199857
ENSG00000184988	113277
ENSG00000142039	90324
ENSG00000165716	138311
ENSG00000198783	91603
ENSG00000176396	163126
ENSG00000175518	143630
ENSG00000128891	90416
ENSG00000119333	89891
ENSG00000184497	348013
ENSG00000268812	91370
ENSG00000161091	126321
ENSG00000184160	152
ENSG00000141698	115024
ENSG00000206052	220164
ENSG00000169683	201255
ENSG00000198003	115948
ENSG00000181704	286451
ENSG00000167920	147184
ENSG00000186314	153768
ENSG00000196810	92070
ENSG00000175182	131408
ENSG00000182685	283870
ENSG00000198771	92241
ENSG00000146066	192286
ENSG00000179219	197196
ENSG00000187605	200424
ENSG00000170791	79145
ENSG00000144362	493911
ENSG00000169302	202374
ENSG00000162620	127255
ENSG00000134020	157310
ENSG00000160813	221908
ENSG00000152766	118932
ENSG00000171443	147807
ENSG00000213588	221504
ENSG00000167664	126259
ENSG00000258701	196872
ENSG00000167536	147015
ENSG00000260630	197187
ENSG00000133858	196441
ENSG00000174695	153339
ENSG00000157315	146456
ENSG00000160799	151903
ENSG00000094841	139596
ENSG00000166800	160287
ENSG00000182916	56849
ENSG00000147894	203228
ENSG00000170456	160518
ENSG00000183888	149563
ENSG00000206562	131965
ENSG00000143110	128346
ENSG00000177150	125228
ENSG00000175643	116028
ENSG00000169955	65988
ENSG00000162194	79081
ENSG00000107874	79004
ENSG00000212123	163154
ENSG00000168904	123355
ENSG00000167291	125058
ENSG00000124444	79177
ENSG00000180902	728294
ENSG00000110104	79080
ENSG00000130311	79016
ENSG00000102781	84056
ENSG00000213343	729484
ENSG00000127423	79000
ENSG00000154608	645455
ENSG00000185278	84614
ENSG00000067365	79091
ENSG00000131652	79228
ENSG00000126243	79414
ENSG00000174599	133022
ENSG00000219294	206426
ENSG00000197651	196477
ENSG00000234386	442101
ENSG00000152611	133690
ENSG00000167118	81605
ENSG00000157470	145773
ENSG00000181035	284439
ENSG00000130150	158747
ENSG00000186300	148254
ENSG00000176635	150280
ENSG00000179021	285237
ENSG00000168658	200403
ENSG00000163633	132989
ENSG00000157093	131375
ENSG00000151023	219670
ENSG00000183066	164684
ENSG00000157870	127281
ENSG00000157303	203328
ENSG00000173401	256710
ENSG00000158792	124044
ENSG00000198658	728917
ENSG00000164023	166929
ENSG00000164953	91147
ENSG00000170613	153745
ENSG00000162641	254268
ENSG00000174016	169966
ENSG00000271449	728911
ENSG00000151962	166863
ENSG00000237671	729422
ENSG00000145331	93587
ENSG00000213047	163486
ENSG00000133247	84787
ENSG00000183977	151649
ENSG00000119231	205564
ENSG00000171757	151827
ENSG00000137692	84259
ENSG00000139579	79035
ENSG00000119446	92400
ENSG00000204510	441871
ENSG00000229140	137196
ENSG00000266967	80755
ENSG00000117010	127396
ENSG00000214046	79086
ENSG00000105700	79036
ENSG00000213753	65996
ENSG00000154743	80746
ENSG00000185482	246329
ENSG00000123144	79002
ENSG00000249993	85003
ENSG00000204673	84335
ENSG00000040633	79142
ENSG00000170464	202052
ENSG00000185000	8694
ENSG00000127774	83460
ENSG00000150551	116372
ENSG00000162222	283237
ENSG00000182557	201305
ENSG00000262919	92002
ENSG00000160345	138162
ENSG00000273045	150590
ENSG00000156990	285367
ENSG00000185262	283991
ENSG00000147457	91782
	1714
ENSG00000117597	27042
ENSG00000143458	126626
ENSG00000163138	133015
ENSG00000169609	123207
ENSG00000169964	131616
ENSG00000198546	118472
ENSG00000131797	100132341
ENSG00000180089	255043
ENSG00000188070	65998
ENSG00000070413	9993
ENSG00000144567	79137
ENSG00000144868	66000
	653394
ENSG00000141034	79018
ENSG00000136986	79139
ENSG00000003249	79007
ENSG00000173621	78999
ENSG00000254389	78998
ENSG00000156858	78994
ENSG00000168591	79089
ENSG00000183628	8214
ENSG00000125319	78995
ENSG00000184967	79050
ENSG00000072954	79041
ENSG00000168569	79064
ENSG00000159884	203260
ENSG00000121851	84265
ENSG00000131944	91442
ENSG00000173548	257364
ENSG00000037757	84245
ENSG00000128191	54487
ENSG00000267595	394269
ENSG00000167740	124936
ENSG00000170876	79188
ENSG00000084092	84273
ENSG00000177830	66005
ENSG00000130733	78992
ENSG00000145882	78991
ENSG00000166152	123970
ENSG00000168917	80723
ENSG00000213123	255758
ENSG00000164180	153396
ENSG00000127804	79066
ENSG00000164073	256471
ENSG00000169154	137362
ENSG00000162755	126823
ENSG00000065357	1606
ENSG00000181744	205428
ENSG00000179397	257044
ENSG00000077458	143684
ENSG00000181786	284382
ENSG00000176083	257101
ENSG00000178202	143888
ENSG00000179292	256472
ENSG00000169085	254778
ENSG00000170419	222008
ENSG00000043591	153
ENSG00000136267	1607
ENSG00000165863	143379
ENSG00000196456	285971
ENSG00000162976	130814
ENSG00000168491	256309
ENSG00000228075	284257
ENSG00000158023	144406
ENSG00000178997	161829
ENSG00000155542	133383
ENSG00000177324	139105
ENSG00000077044	8527
ENSG00000107249	169792
ENSG00000160318	125875
ENSG00000182103	220382
ENSG00000116685	90231
ENSG00000154240	201134
ENSG00000176774	286514
ENSG00000152154	130733
ENSG00000161652	126123
ENSG00000166323	160140
ENSG00000153933	8526
ENSG00000167014	145645
ENSG00000156509	286151
ENSG00000180537	221687
ENSG00000234043	119369
ENSG00000137968	204962
ENSG00000223586	154089
ENSG00000163378	285203
ENSG00000095110	120400
ENSG00000135220	79799
ENSG00000157368	146433
ENSG00000058866	1608
ENSG00000009780	199870
ENSG00000156521	219743
ENSG00000185261	285600
ENSG00000181240	284427
ENSG00000180697	152065
ENSG00000150676	220047
ENSG00000167139	161514
ENSG00000181778	169693
ENSG00000157335	283971
ENSG00000182264	284359
ENSG00000102780	160851
ENSG00000180878	160298
ENSG00000197658	283238
ENSG00000232973	285154
	203429
ENSG00000162598	127795
ENSG00000157680	9162
ENSG00000196932	219623
ENSG00000177627	121273
ENSG00000197826	255119
ENSG00000174628	124152
ENSG00000185909	200942
ENSG00000166069	145942
ENSG00000177414	148581
ENSG00000145214	1609
ENSG00000223820	142913
ENSG00000185522	256329
ENSG00000158113	254050
ENSG00000177673	165100
ENSG00000177294	162517
ENSG00000155875	158297
ENSG00000157330	93190
ENSG00000185264	339669
ENSG00000162039	254528
ENSG00000149091	8525
ENSG00000080572	139212
ENSG00000140280	256586
ENSG00000170324	143162
ENSG00000166961	219995
ENSG00000176381	285800
ENSG00000139344	144193
ENSG00000179988	118672
ENSG00000114956	1716
ENSG00000175077	132112
ENSG00000178243	157927
ENSG00000176236	221060
ENSG00000147655	340419
ENSG00000174370	219833
ENSG00000273899	79159
	81854
ENSG00000169122	90362
ENSG00000267493	148046
ENSG00000185753	159013
ENSG00000116133	1718
ENSG00000230438	221756
ENSG00000168517	124790
ENSG00000180481	144321
ENSG00000155744	285172
ENSG00000180219	196472
ENSG00000236939	157556
ENSG00000162885	148789
ENSG00000179676	221241
ENSG00000174898	257062
ENSG00000164221	153733
ENSG00000169252	154
ENSG00000172893	1717
ENSG00000167525	147011
ENSG00000179363	203562
ENSG00000163645	131831
ENSG00000181995	283197
ENSG00000180846	255193
ENSG00000174226	169166
ENSG00000182035	149685
ENSG00000173389	132141
ENSG00000226783	100129793
ENSG00000266904	284440
ENSG00000228716	1719
ENSG00000183273	160777
ENSG00000164327	253260
ENSG00000158427	286527
ENSG00000167077	150365
ENSG00000265243	204777
ENSG00000196440	100131755
ENSG00000099625	255057
ENSG00000205544	254863
ENSG00000175061	125144
ENSG00000188985	573971
ENSG00000225077	148645
ENSG00000214851	253128
ENSG00000175664	122046
ENSG00000163705	115795
ENSG00000171823	144699
ENSG00000156170	137682
ENSG00000183674	221718
ENSG00000166046	255394
ENSG00000151131	121053
ENSG00000234545	257415
ENSG00000228432	729816
	146880
ENSG00000166997	245812
ENSG00000130544	79230
ENSG00000197070	92714
ENSG00000175066	256356
ENSG00000123810	80776
ENSG00000186001	84859
ENSG00000102886	79153
ENSG00000278535	79154
ENSG00000213337	51239
ENSG00000129197	84268
ENSG00000177025	147685
ENSG00000251369	162972
ENSG00000271321	340307
ENSG00000177453	167359
ENSG00000144535	129563
ENSG00000139549	50846
ENSG00000197123	168417
ENSG00000122378	84293
ENSG00000181450	339500
ENSG00000091947	84336
ENSG00000184307	254887
ENSG00000274026	100131997
ENSG00000229547	100131816
ENSG00000130038	84766
ENSG00000144233	83607
ENSG00000273111	147719
ENSG00000135070	81689
ENSG00000129932	83475
ENSG00000268941	79160
ENSG00000162753	284525
ENSG00000184220	84319
ENSG00000182795	79098
ENSG00000181798	151477
ENSG00000198870	169436
ENSG00000102967	1723
ENSG00000142634	79180
ENSG00000187187	339327
ENSG00000178927	79415
ENSG00000161551	84765
ENSG00000155254	83742
ENSG00000101842	340547
ENSG00000185594	145946
ENSG00000186143	339779
ENSG00000183346	219621
ENSG00000128965	79094
ENSG00000181007	284406
ENSG00000180964	90843
ENSG00000171469	93134
ENSG00000145247	132299
ENSG00000153446	146556
ENSG00000159214	149473
ENSG00000143036	126969
ENSG00000095059	1725
ENSG00000130165	84337
ENSG00000181577	221416
	283080
ENSG00000237775	414771
ENSG00000213424	125113
ENSG00000189042	163081
ENSG00000180011	284273
ENSG00000166938	115752
ENSG00000168079	286133
ENSG00000188060	115273
ENSG00000177685	283229
ENSG00000140534	90381
ENSG00000183688	359845
ENSG00000187634	148398
ENSG00000280789	79447
ENSG00000127419	84286
ENSG00000176723	283933
ENSG00000167103	138429
ENSG00000163116	285555
ENSG00000162650	127002
ENSG00000237172	84752
ENSG00000271601	128077
ENSG00000179133	256815
ENSG00000222041	112597
ENSG00000214367	79441
ENSG00000149179	79096
ENSG00000165188	138065
ENSG00000110871	84274
ENSG00000169621	200558
ENSG00000177181	284716
ENSG00000182993	144608
ENSG00000184831	79135
ENSG00000173926	115123
ENSG00000100243	1727
ENSG00000197928	342926
ENSG00000205449	285622
ENSG00000240654	338872
ENSG00000184925	286256
ENSG00000188215	123879
ENSG00000182950	161753
ENSG00000185860	339512
ENSG00000258315	124944
ENSG00000183530	253143
ENSG00000139160	254013
ENSG00000181019	1728
ENSG00000155714	255762
ENSG00000145103	286676
ENSG00000177842	253639
ENSG00000158457	340348
ENSG00000174871	254263
ENSG00000214946	353149
ENSG00000069509	139341
ENSG00000181625	79008
ENSG00000187051	91582
ENSG00000148942	159963
ENSG00000187123	130574
ENSG00000184232	220323
ENSG00000172460	124221
ENSG00000253313	149466
ENSG00000129968	81926
ENSG00000182183	348378
ENSG00000124279	79072
ENSG00000166012	79101
ENSG00000131504	1729
ENSG00000133398	84246
ENSG00000171763	79029
ENSG00000247077	192111
ENSG00000125531	79025
ENSG00000213020	81856
ENSG00000173349	84826
ENSG00000156171	128338
ENSG00000147202	1730
	84719
ENSG00000110108	79073
ENSG00000135974	79074
ENSG00000122376	54537
ENSG00000134291	79022
ENSG00000139656	79024
ENSG00000179958	79077
ENSG00000172967	150165
ENSG00000186452	283471
ENSG00000213920	145553
ENSG00000242498	348110
ENSG00000187118	152100
ENSG00000155621	138241
ENSG00000122085	130916
ENSG00000185798	348793
ENSG00000150977	196383
ENSG00000164076	79012
ENSG00000133872	51669
ENSG00000180096	1731
ENSG00000102390	51260
ENSG00000266338	284565
ENSG00000116212	115353
ENSG00000171806	92342
ENSG00000164008	79078
ENSG00000178988	114932
ENSG00000164855	202915
ENSG00000188778	155
ENSG00000175573	83638
ENSG00000141428	83608
ENSG00000158555	81544
ENSG00000170638	80305
ENSG00000138660	55435
ENSG00000113119	55374
ENSG00000003509	55471
ENSG00000108829	55379
ENSG00000279331	55472
ENSG00000189410	400745
ENSG00000232030	392433
ENSG00000164091	80335
ENSG00000211452	1733
ENSG00000138430	29789
ENSG00000007129	90273
ENSG00000124449	56269
ENSG00000117640	56181
ENSG00000160055	56063
ENSG00000162624	431707
ENSG00000211448	1734
ENSG00000116721	65121
ENSG00000120952	65122
ENSG00000173914	83759
ENSG00000159592	60313
ENSG00000145868	81545
ENSG00000104973	81857
ENSG00000172301	55352
ENSG00000197406	1735
ENSG00000182704	25987
ENSG00000171772	93426
ENSG00000161677	126119
ENSG00000198046	63934
ENSG00000221994	57232
ENSG00000158717	115992
ENSG00000197124	91120
ENSG00000178467	54681
ENSG00000135245	29923
ENSG00000115539	79031
ENSG00000255501	59082
ENSG00000164190	25836
	83880
ENSG00000266066	284167
ENSG00000159217	10642
ENSG00000073792	10644
ENSG00000136231	10643
ENSG00000162148	220004
ENSG00000135272	29969
ENSG00000160888	9592
ENSG00000134258	79679
ENSG00000186407	342510
ENSG00000137976	58511
ENSG00000187082	503841
ENSG00000162946	27185
ENSG00000102158	84061
ENSG00000132849	10207
ENSG00000138777	27068
ENSG00000213383	151842
ENSG00000241562	654381
ENSG00000174106	23592
ENSG00000166557	23423
	27184
ENSG00000215374	100128890
ENSG00000163564	149628
ENSG00000162520	81493
ENSG00000128165	79924
ENSG00000152749	160897
ENSG00000173020	156
ENSG00000130826	1736
ENSG00000135241	50640
ENSG00000185294	162540
ENSG00000126878	83543
ENSG00000196449	79693
ENSG00000152254	57818
ENSG00000102313	347365
ENSG00000108176	56521
ENSG00000101997	28952
ENSG00000107984	22943
ENSG00000147144	90060
ENSG00000243279	11230
ENSG00000196998	11152
ENSG00000100209	150274
ENSG00000123685	55509
ENSG00000152409	133746
ENSG00000153814	221895
ENSG00000090971	57106
ENSG00000155011	27123
ENSG00000143702	9859
ENSG00000164535	221955
ENSG00000183323	202243
ENSG00000170423	196374
ENSG00000139648	112802
ENSG00000186049	319101
ENSG00000170484	121391
ENSG00000050165	27122
ENSG00000185640	338785
ENSG00000170486	140807
ENSG00000104371	27121
ENSG00000163463	200185
ENSG00000157992	200634
ENSG00000274419	101060389
ENSG00000163811	23160
ENSG00000254402	441381
ENSG00000166471	440026
ENSG00000173226	9657
ENSG00000135960	10913
ENSG00000235750	9674
ENSG00000163219	9938
ENSG00000151503	23310
ENSG00000100221	9929
ENSG00000113593	23398
ENSG00000152642	23171
ENSG00000127463	23065
ENSG00000102900	9688
ENSG00000175216	9793
ENSG00000150768	1737
ENSG00000007202	9703
ENSG00000166803	9768
ENSG00000118363	9789
ENSG00000104412	9694
ENSG00000226950	57291
ENSG00000188739	23029
ENSG00000144560	9686
ENSG00000135763	9816
ENSG00000189319	9679
ENSG00000081791	9812
ENSG00000164741	10395
ENSG00000132294	23167
ENSG00000164808	23514
ENSG00000014164	23144
ENSG00000110917	9761
ENSG00000100304	23170
