695	XL	
701	AD,AR	
11149	AR	
79703	AR	
57102	AR	
113246	AR	
91574	AR	
317761	AR	
83636	AD,AR	
712	AR	
713	AR	
708	AR	
714	AR	
114902	AD	
715	AD	
716	AD,AR	
717	AR	
26005	AR	
718	AD,AR	
721	AR	
727	AD,AR	
729	AR	
730	AR	
731	AR	
732	AR	
157657	AR	
735	AR	
203228	AD	
771	AR	
760	AR	
762	AD	
763	AR	
767	AR	
51475	AR	
57010	AR	
773	AD	
774	AD	
775	AD	
776	AD,AR	
777	AD	
778	XL	
8913	AD	
8912	AD	
779	AD	
9254	AR	
93589	AR	
783	AD	
785	AD	
10369	AD	
790	AR	
10203	AR	
801	AD	
805	AD	
808	AD	
125972	AD	
815	AD,AR	
816	AD	
818	AR	
23261	AD	
124583	AR	
823	AR	
6650	AR	
825	AD,AR	
726	AD	
84433	AD,AR	
79092	AD	
22900	AD	
64170	AR	
146206	AR	
833	AR	
79587	AR	
8573	XL	
843	AD	
23581	AR	
841	AR	
844	AD	
845	AR	
846	AD,AR	
831	AR	
847	AR	
117144	AR	
857	AD,AR	
859	AD	
284119	AR	
867	AD	
2694	AR	
875	AR	
84733	AR	
54862	AR	
57545	AR	
147372	AR	
388389	AR	
84317	AR	
339230	AD	
51244	AR	
28952	XL	
79140	AD	
90416	AR	
339829	AR	
55036	AR	
57003	AR	
152137	AD	
85478	AR	
124093	AD	
83987	AR	
55704	AR	
440193	AD,AR	
83605	AD	
8838	AR	
894	AD	
899	AD	
8812	AD	
10309	AR	
92002	XL	
22948	AR	
8763	AD	
930	AR	
50489	AD	
919	AR	
939	AR	
23607	AR	
51293	AR	
948	AR	
915	AR	
916	AR	
917	AR	
920	AR	
958	AR	
959	XL	
4179	AD,AR	
1604	AR	
966	AR	
970	AR	
973	AR	
974	AR	
975	AR	
925	AR	
10225	AD	
146059	AR	
8556	AR	
998	AD	
8318	AR	
990	AR	
79577	AD	
83879	AR	
999	AD	
1009	AR	
1013	AD	
1000	AD	
64072	AD,AR	
1001	AR	
92211	AR	
84529	AR	
8558	AR	
8621	AD	
23097	AD	
1019	AD	
1020	AR	
55755	AR	
1021	AR	
1024	AD	
6792	XL	
1027	AD	
1028	AD	
1029	AD	
50937	AD	
1041	AD,AR	
81620	AR	
388551	AD,AR	
1050	AD	
1053	AR	
1056	AD	
63036	AD	
9620	AD	
1062	AR	
1063	AR	
55835	AR	
80152	AR	
201134	AR	
153241	AR	
9662	AR	
22995	AR	
22897	AR	
84984	AR	
11190	AR	
80184	AR	
95681	AR	
55165	AR	
9702	AR	
80254	AR	
84131	AR	
51134	AR	
387119	AD	
375298	AR	
10715	AR	
204219	AR	
10087	AD	
1066	AD,AR	
1071	AD,AR	
144406	AR	
56683	AR	
755	AR	
80217	AR	
55779	AR	
286464	XL	
220136	AR	
149465	AD	
159686	AR	
255101	AR	
79846	AR	
118491	AR	
89876	AR	
629	AD,AR	
55997	AD	
1675	AR	
3075	AD,AR	
3078	AD,AR	
10878	AD,AR	
10877	AD,AR	
81494	AD	
3426	AD,AR	
1073	AR	
5199	XL	
1080	AR	
283489	AD	
1103	AR	
400916	AD	
51142	AD	
1105	AD	
1106	AD	
1107	AD	
1108	AD	
55636	AD	
57680	AD	
11200	AD,AR	
1118	AR	
1120	AR	
1121	XL	
5119	AR	
25978	AD	
128866	AD	
1123	AD	
11261	AR	
91851	XL	
1131	AR	
1134	AD,AR	
1135	AD	
1136	AR	
1137	AD	
1139	AD	
1140	AD,AR	
1141	AD	
1144	AD,AR	
1145	AD,AR	
1146	AR	
50515	AR	
113189	AR	
9469	AR	
4166	AR	
64377	AD	
22856	AR	
1147	AR	
10519	AR	
10518	AR	
137392	AR	
23152	AD	
63924	AR	
4261	AR	
22858	AD,AR	
493856	AR	
11113	AR	
10370	AD	
25792	AD	
150468	AR	
373073	AR	
23155	AR	
23529	AR	
1180	AD,AR	
1181	AD	
1183	XL	
1184	XL	
1185	AD	
1186	AD,AR	
1187	AR	
1188	AR	
9076	AR	
9071	AR	
5010	AR	
23562	AR	
10686	AR	
149461	AR	
9075	XL	
9080	AR	
64581	AR	
1193	XL	
53405	AR	
79827	AR	
1201	AR	
1203	AR	
54982	AR	
2055	AR	
10978	AR	
81570	AR	
8192	AR	
10845	AD	
7401	AR	
645104	AR	
1213	AD	
7555	AD	
1259	AR	
1261	AR	
1258	AR	
54714	AR	
22866	XL	
54805	AR	
26504	AR	
23019	AD	
4848	AD	
4849	AD	
1267	AR	
10695	AR	
1272	AR	
6900	AR	
8506	AR	
26047	AR	
28958	AR	
493753	AR	
388753	AR	
65260	AR	
84334	AR	
80347	AR	
1690	AR	
9382	AR	
22796	AR	
25839	AR	
10466	AR	
57511	AR	
91949	AR	
84342	AR	
1300	AD	
1301	AD,AR	
1302	AD,AR	
1303	AD,AR	
1305	AR	
1308	AD,AR	
80781	AD	
1277	AD	
1278	AD,AR	
84570	AR	
85301	AR	
1280	AD	
1281	AD,AR	
1282	AD	
1284	AD	
1285	AD,AR	
1286	AD,AR	
1287	XL	
1288	XL	
1289	AD	
1290	AD	
1291	AD,AR	
1292	AD,AR	
1293	AD,AR	
1294	AD,AR	
1296	AD	
1297	AR	
1298	AR	
1299	AD	
10584	AR	
78989	AR	
79709	AR	
8292	AR	
1311	AD	
1312	AD	
1314	AD	
1315	AD	
9276	AR	
27235	AR	
51117	AR	
84274	AR	
51004	AR	
10229	AR	
56997	AR	
79934	AR	
57017	AR	
10699	AD	
11151	AR	
1352	AR	
84987	AR	
1355	AR	
51241	AR	
116228	AR	
1327	AR	
84701	AR	
9377	AR	
1337	AR	
1339	AR	
1340	AR	
1349	XL	
1351	AR	
1356	AR	
57094	AR	
27151	AR	
1363	AR	
65250	AR	
10815	AR	
1369	AR	
1371	AD,AR	
1373	AR	
29894	AD	
1374	AR	
126129	AD	
1376	AR	
1380	AR	
8738	AR	
1384	AR	
23418	AD,AR	
286204	AR	
51185	AR	
90993	AR	
84699	AD	
1387	AD	
78987	AD	
9419	AR	
9244	AR	
729920	AR	
10491	AR	
1406	AD,AR	
1407	AD	
1409	AD,AR	
1410	AD	
1411	AD	
1412	AD	
1413	AD	
1414	AD,AR	
1415	AD	
1417	AD,AR	
1419	AD	
1420	AD	
1421	AD	
1427	AD	
1428	AD	
1436	AD,AR	
1438	XL	
1439	AR	
1441	AR	
55790	AR	
1453	AD	
1457	AD	
1460	AD	
79848	AR	
8048	AD	
1471	AD	
1474	AR	
1475	AR	
1476	AR	
1487	AD	
80169	AR	
10664	AD	
9150	AR	
1491	AR	
115908	AD	
1493	AD	
1495	AD	
1496	AR	
29119	AD	
1499	AD	
1500	AD	
1497	AR	
1503	AR	
5476	AR	
1508	AD	
1075	AR	
1509	AR	
8722	AR	
1513	AR	
348180	AR	
8029	AR	
8452	AD	
8450	XL	
9820	AR	
1523	AD	
23316	AD	
10283	AR	
55280	AR	
7852	AD	
1528	AR	
1727	AR	
1535	AR	
1536	XL	
79415	AR	
1537	AR	
54205	AD	
26999	AD	
1540	AD	
1583	AD,AR	
1584	AD,AR	
1585	AD,AR	
1586	AR	
1588	AR	
1544	AD	
1545	AR	
1589	AR	
1591	AR	
340665	AR	
1593	AR	
1594	AR	
1548	AD	
1555	AD	
1557	AD	
1558	AD,AR	
1559	AD	
1565	AD	
120227	AR	
113612	AR	
1576	AD	
1577	AD	
8529	AD	
126410	AR	
285440	AR	
9420	AR	
728294	AR	
23500	AR	
1600	AD	
51339	AD	
1605	AR	
55152	AR	
1615	AR	
55157	AR	
1621	AR	
1629	AR	
80067	AR	
50717	AD	
1630	AD,AR	
51473	AR	
8642	AD,AR	
64421	AR	
1634	AD	
28960	AR	
1638	AR	
1639	AD	
1641	XL	
51181	AR	
1643	AR	
1644	AR	
80821	AR	
23259	AR	
1650	AR	
4921	AD	
65992	AR	
1663	AR	
1654	XL	
51428	AD	
23586	AD	
83479	AR	
1656	AD	
10522	AD,AR	
1666	AR	
8560	AR	
23258	AR	
9681	AD	
1674	AD,AR	
8694	AR	
9993	AD	
8526	AR	
1716	AR	
1718	AR	
1717	AR	
79947	AD,AR	
1719	AR	
50846	AD,AR	
1723	AR	
1725	AR	
111365204	AD	
55526	AD,AR	
8449	AD	
22907	AD	
57647	AD,AR	
9785	AR	
56616	AD	
1729	AD	
1730	XL	
23405	AD	
57609	AD	
129563	AR	
1736	XL	
1737	AR	
1738	AR	
1741	XL	
1742	AD	
28514	AD	
10683	AR	
54567	AD	
1743	AD	
1747	AD	
1748	AD	
1749	AR	
1756	XL	
29958	AR	
1758	AR	
1760	AD,AR	
23312	AR	
1763	AD,AR	
123872	AR	
23639	AR	
55172	AR	
161582	AR	
54919	AR	
139212	XL	
25981	AR	
8701	AR	
8632	AR	
146754	AR	
1767	AR	
1769	AR	
1770	AR	
27019	AR	
64446	AR	
51726	AD	
374407	AR	
3300	AR	
10049	AD	
56521	AR	
23317	AD	
131118	AR	
134218	AR	
5611	AR	
80331	AD	
9829	AR	
83544	AR	
10126	AR	
1776	AR	
1759	AD	
10059	AD,AR	
1785	AD,AR	
23268	AR	
1786	AD	
1788	AD	
1789	AR	
1794	AR	
1795	AR	
57572	AR	
85440	AR	
81704	AR	
285489	AR	
22845	AR	
29980	AR	
1798	AR	
5977	AD	
1801	AR	
8813	AR	
8818	AR	
54344	AR	
1804	AD	
283417	AR	
1806	AR	
1807	AR	
128338	AR	
92749	AR	
1813	AD	
1824	AD,AR	
1825	AR	
29940	AR	
1828	AR	
1829	AD	
1830	AR	
147409	AR	
1832	AD,AR	
1834	AD	
667	AR	
25778	AD	
1837	AD	
84062	AR	
50506	AD,AR	
405753	AR	
1848	AD	
1855	AD	
1857	AD	
54808	AR	
1778	AD	
79659	AR	
55112	AR	
89891	AR	
51626	AR	
255758	AR	
1859	AD	
9149	AD	
8291	AR	
22873	AD	
199221	AR	
124454	AR	
253738	AD	
10682	XL	
1889	AD	
9427	AR	
1892	AR	
1893	AR	
1896	XL	
10913	AD,AR	
128178	AD,AR	
80153	AR	
1906	AD,AR	
1908	AD,AR	
1909	AD	
1910	AD,AR	
8726	AD	
1917	AD	
1938	AD	
2202	AD	
30008	AR	
114327	AD	
79631	AR	
1947	XL	
9343	AD	
1950	AR	
1956	AR	
54583	AD	
1959	AD,AR	
1962	AD	
79813	AD	
27102	AD	
5610	AD	
9451	AR	
440275	AR	
1967	AR	
8892	AR	
8891	AR	
8890	AR	
8893	AR	
1968	XL	
8665	AR	
9775	AR	
1977	AD	
1981	AD	
60528	AR	
1991	AD	
63916	AR	
84173	AR	
2006	AD	
64834	AD	
6785	AD,AR	
60481	AD	
8518	AR	
55250	AR	
26610	AD	
23065	AR	
284361	AR	
2010	XL	
10436	AR	
2009	AR	
2013	AR	
2018	AD	
2019	AR	
10117	AD,AR	
2022	AD	
2027	AR	
5167	AR	
953	AR	
285203	AR	
2033	AD	
2034	AD	
2035	AR	
2036	AD	
2038	AR	
4072	AD,AR	
57724	AR	
1969	AD	
2048	AR	
2050	AD	
2052	AR	
7957	AR	
2056	AD,AR	
2057	AD	
2058	AR	
2059	AR	
64787	AR	
8288	AR	
26284	AR	
2065	AD	
2066	AD	
2067	AR	
2068	AR	
2071	AR	
2072	AR	
2073	AR	
2074	AD,AR	
375748	AR	
1161	AR	
2077	AD	
57222	AR	
10613	AR	
11160	AR	
55780	AD	
90952	AD	
157570	AR	
83715	AD,AR	
2099	AR	
2100	AR	
54845	AR	
2103	AR	
2108	AR	
2109	AR	
2110	AR	
23474	AR	
2120	AD	
2121	AD,AR	
132884	AD,AR	
55770	AR	
23233	AR	
51013	AR	
23404	AR	
51010	AR	
11340	AR	
5393	AR	
23086	AR	
2131	AD	
2132	AD	
2137	AR	
2138	AD	
2070	AD	
346007	AR	
2146	AD	
2159	AR	
2160	AD,AR	
2161	AD,AR	
2162	AR	
2165	AR	
2147	AD,AR	
2153	AD,AR	
2155	AR	
2157	XL	
2158	XL	
79152	AR	
729041	AD	
8772	AR	
2184	AR	
63901	AD	
374393	AD	
84668	AR	
317662	AR	
84140	AR	
54757	AR	
56975	AR	
9130	XL	
286077	AD	
22909	AR	
2175	AR	
2187	XL	
2176	AR	
2177	AR	
2178	AR	
2188	AR	
2189	AR	
55215	AR	
55120	AR	
57697	AR	
84188	AD,AR	
10667	AR	
2193	AR	
10056	AR	
355	AD,AR	
356	AD	
22868	AR	
2196	AD	
79633	AR	
2192	AD	
10516	AD,AR	
2200	AD	
2201	AD	
2203	AR	
26224	AR	
26235	AR	
80204	AD	
79791	AR	
81545	AD	
25793	AR	
23291	AD	
2214	AR	
23149	AR	
554188	AD	
8547	AR	
197258	AR	
2222	AR	
2224	AD	
112812	AR	
2232	AR	
2235	AD,AR	
55612	AR	
83706	AR	
389549	AR	
2243	AD,AR	
2244	AD,AR	
2245	XL	
121512	AR	
2255	AD	
2257	AD	
2258	XL	
2259	AD	
8823	XL	
8822	AD	
26281	AR	
8074	AD,AR	
2248	AR	
2250	AR	
2253	AD	
2254	AD	
2260	AD	
2263	AD	
2261	AD,AR	
2266	AD,AR	
2271	AD	
2273	XL	
9158	AR	
9896	AD,AR	
344018	AD	
128486	AR	
60681	AR	
55033	AR	
79147	AR	
2218	AR	
80308	AR	
201163	AD	
2312	AD,AR	
388698	AR	
2313	AD,AR	
2316	XL	
2317	AD,AR	
2318	AD	
23767	AD	
2324	AD,AR	
28982	AR	
55640	AR	
56776	AR	
2328	AR	
2332	XL	
2335	AD	
2348	AR	
2296	AD	
2303	AD	
2304	AD,AR	
2301	AD,AR	
2294	AD	
2290	AD	
8928	AD	
2299	AR	
2302	AD	
668	AD	
8456	AD,AR	
27086	AD	
93986	AD	
50943	XL	
55572	AR	
80144	AR	
158326	AD,AR	
341640	AR	
55691	AR	
90167	XL	
9758	XL	
23732	AR	
25794	AD	
2488	AR	
2489	AD,AR	
2492	AD,AR	
401024	AR	
10841	AR	
2495	AD	
2512	AD,AR	
79068	AR	
24140	XL	
2517	AR	
2521	AD,AR	
2525	AD	
2528	AR	
2530	AR	
80199	AD	
2395	AR	
8087	AR	
486	AD	
2533	AR	
79443	AR	
2535	AD	
8322	AD	
8323	AR	
2538	AR	
92579	AR	
2539	XL	
2548	AR	
2549	AR	
9568	AD	
2554	AD	
2555	AD	
2558	AD	
2560	AD	
2561	AD	
2562	AD	
2566	AD	
2571	AR	
51083	AD	
2581	AR	
2582	AR	
2584	AR	
130589	AR	
2588	AR	
79695	AD	
2590	AR	
2591	AR	
2592	AR	
2593	AR	
8139	AR	
23193	AD	
2617	AD	
2619	AD	
2622	AR	
2623	XL	
2624	AD	
2625	AD	
2626	AD	
140628	AD	
2627	AD	
57798	AR	
57459	AD	
5188	AR	
283459	AR	
2628	AD,AR	
2629	AR	
57704	AR	
2632	AR	
2639	AR	
2642	AR	
2643	AD,AR	
2645	AD,AR	
2729	AR	
9247	AD,AR	
2651	AR	
2653	AR	
54332	AD,AR	
54834	AR	
2657	AD,AR	
10220	AD	
2658	AD	
9573	AD	
8200	AD,AR	
392255	AD,AR	
2661	AR	
2664	XL	
2668	AD	
50628	AR	
25929	AR	
2670	AD	
2671	AR	
2672	AD	
8328	AD	
85476	AR	
84340	AR	
2673	AR	
2677	AD,AR	
2678	AR	
2688	AD,AR	
2690	AD,AR	
2692	AR	
2693	AD,AR	
26058	AD	
9837	AR	
10755	AD	
126326	AR	
2697	AD	
2700	AD	
2702	AD	
2703	AD,AR	
2705	XL	
2706	AD,AR	
2707	AD	
127534	AD	
10804	AR	
57165	AD,AR	
2710	XL	
2717	XL	
2720	AR	
2731	AR	
342035	AR	
2733	AR	
2735	AR	
2736	AD	
2737	AD	
84662	AR	
169792	AR	
11146	AD	
2741	AD,AR	
2743	AR	
51218	AR	
2744	AD,AR	
2746	AD	
2752	AR	
132158	AR	
2760	AR	
51053	AD	
29926	AR	
29925	AR	
2767	AD	
2773	AD	
2774	AD	
2775	AD	
2778	AD	
2779	AD,AR	
2780	AR	
2782	AD	
2784	AR	
59345	AD	
10681	AR	
10020	AD,AR	
27232	AR	
8443	AR	
79158	AR	
84572	AR	
2796	AR	
2798	AD,AR	
2799	AR	
92344	AR	
9570	AR	
2806	AR	
2811	AD,AR	
2812	AR	
51206	AR	
2815	AR	
8733	AR	
2719	XL	
2239	XL	
10082	AR	
2819	AR	
23171	AD	
10243	AD,AR	
2821	AD	
338328	AR	
10457	AR	
83550	XL	
4935	XL	
440435	AR	
8111	AR	
54112	AR	
114928	XL	
29899	AR	
84706	AR	
2879	AR	
10750	AR	
80000	AD	
26585	AD	
64388	AD	
79977	AD,AR	
57822	AD	
9380	AR	
2891	AD	
2892	XL	
2893	AD	
2895	AR	
2898	AR	
2900	AD	
2902	AD,AR	
2903	AD	
2904	AD	
2906	AD	
23426	AR	
6011	AR	
2911	AD,AR	
2916	AR	
2917	AR	
2896	AD,AR	
389207	AR	
643226	AR	
145258	AR	
1687	AD	
2934	AD	
2936	AR	
2937	AR	
2954	AR	
2961	AR	
404672	AR	
54676	AR	
84705	AR	
2978	AD	
2979	AD	
2982	AR	
2984	AD,AR	
3000	AD,AR	
60558	AR	
2990	AR	
2992	AR	
2997	AR	
2998	AR	
64412	AR	
3008	AD	
9563	AR	
23498	AR	
3026	AD	
57531	AR	
3033	AR	
3030	AR	
3032	AR	
3034	AR	
57817	AR	
3035	AR	
23438	AR	
84868	AR	
10456	AR	
3039	AD,AR	
3040	AD,AR	
3043	AD,AR	
3047	AD	
3048	AD	
3052	XL	
3054	XL	
348980	AD	
10021	AD	
3060	AD	
9759	AD	
10013	XL	
55869	XL	
3067	AD	
57520	AD	
3070	AR	
220296	AD,AR	
341208	AR	
8925	AR	
8924	AD,AR	
84667	AR	
8820	AR,AD	
3073	AR	
3074	AR	
3077	AR	
164045	AR	
3081	AR	
3082	AR	
138050	AR	
55733	AR	
26275	AR	
51501	AR	
3094	AR	
3097	AD	
148738	AR	
3098	AR	
3105	AD	
3106	AD	
3141	AR	
3145	AD,AR	
83872	AD	
8091	AD	
3149	XL	
3155	AR	
3156	AD	
3158	AR	
3162	AR	
3166	AD	
6927	AD	
6928	AD	
3172	AD	
3176	AR	
3178	AD	
3181	AD	
9987	AD	
3188	XL	
3190	AD	
3192	AR	
112817	AD,AR	
9455	AD	
3198	AR	
3207	AD	
3209	AD	
3199	AR	
3211	AR	
3229	AR	
3236	AD	
3239	AD,AR	
3240	AR	
3208	AR	
3242	AD,AR	
84842	AR	
3248	AR	
3251	XL	
3257	AR	
84343	AR	
89781	AR	
11234	AR	
79803	AR	
60495	AR	
55806	AR	
3265	AD	
3273	AD	
120766137	AD	
9653	AR	
9394	AD,AR	
90161	XL	
3290	AD	
3291	AR	
3028	XL	
3293	AR	
3295	AR	
3284	AR	
80270	AR	
11077	AR	
3299	AD	
3305	AD	
3313	AD	
3315	AD	
8988	AD	
26353	AD	
3329	AD,AR	
3339	AD,AR	
3350	AD	
3356	AD	
5654	AD,AR	
27429	AR	
3064	AD,AR	
10075	XL	
3373	AR	
54768	AR	
219844	AR	
10525	AR	
3376	AR	
55699	AR	
200205	AR	
29851	AR	
3418	AD	
3419	AR	
3420	AR	
3423	XL	
3425	AR	
51124	AR	
64135	AD	
387733	AD	
3455	AR	
3458	AR	
3459	AD,AR	
3460	AR	
282617	AD	
55764	AR	
9742	AR	
26160	AR	
11020	AR	
112752	AR	
51098	AR	
55081	AR	
80173	AR	
57560	AR	
28981	AR	
8100	AR	
3476	XL	
3479	AR	
3480	AD,AR	
3481	AD	
3483	AR	
3490	AR	
3507	AR	
3508	AR	
3514	AR	
3543	AR	
3547	XL	
3321	AR	
3549	AD,AR	
3551	AD,AR	
8517	XL	
10320	AD	
64376	AD	
3586	AD	
3587	AR	
3588	AR	
3590	AR	
3593	AR	
3594	AR	
112744	AD	
23765	AR	
84818	AR	
54756	AD	
10068	AR	
11141	XL	
3557	AR	
59067	AR	
50615	AR	
3559	AR	
3560	AR	
3561	XL	
133396	AD	
26525	AR	
3570	AR	
3572	AR	
3574	AR	
3575	AR	
286676	AR	
3612	AR	
3614	AD	
3615	AD	
3617	AD	
50939	AR	
64423	AD	
56623	AR	
51763	AR	
3636	AR	
3630	AD	
3640	AD	
3643	AD,AR	
26173	AR	
27152	AR	
27130	AR	
253430	AD	
9657	AR	
23288	AR	
9922	AR	
23096	XL	
51135	AR	
3658	AR	
359948	AD	
64207	AD	
3661	AD	
3662	AD	
3664	AD	
3665	AR	
3394	AD	
10379	AR	
8471	XL	
81689	AR	
122961	AR	
23479	AR	
9636	AR	
83737	AR	
3674	AD,AR	
3675	AR	
3655	AR	
3679	AR	
8516	AR	
3689	AR	
3690	AD,AR	
3691	AD,AR	
3694	AR	
3702	AR	
9445	AD	
3704	AR	
3708	AD,AR	
3709	AR	
3712	AR	
10625	AD	
389434	AR	
182	AD	
84522	AR	
3716	AD	
3717	AD	
3718	AR	
58494	AR	
83700	AR	
57158	AD	
57338	AD	
3728	AD,AR	
23189	AD	
25959	AR	
284058	AD	
3735	AR	
10524	AD	
7994	AD	
23522	AD	
84148	AD	
10300	AR	
23247	AR	
390594	AD	
3736	AD	
3737	AD	
3739	AR	
3741	AD	
3745	AD	
3746	AD	
3748	AD	
3752	AD	
3753	AD,AR	
9992	AD	
10008	AD	
3756	AD,AR	
3757	AD	
3758	AR	
3766	AR	
3767	AD,AR	
3769	AD,AR	
100134444	AD	
3759	AD	
3760	AR	
3762	AD	
3763	AD	
338567	AD	
3777	AD	
50801	AD	
51305	AD	
3778	AD,AR	
3782	AD	
3783	AD	
3784	AD,AR	
10984	AD	
3785	AD	
3786	AD	
9132	AD	
56479	AD	
57582	AD	
343450	AD	
169522	AR	
79734	AD	
154881	AR	
11014	AR	
126695	AD	
23028	AD	
51780	AD	
23030	AD	
10765	AD,AR	
8242	XL	
7403	XL	
23135	AD	
