"geneID" "HG002" "HG003" "WB100071" "WB100005" "WB100061" "WB100043" "WB100083" "WB100079" "WB100078" "WB100074" "WB100038" "WB100017"
"ENSG00000201533.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201535.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201541.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201542.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201545.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201547.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201548.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201549.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201550.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201554.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201555.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201557.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201558.1" 0 0 1 0 0 0 0 1 0 0 0 2
"ENSG00000201560.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201563.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201564.1" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000201565.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201567.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201569.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201570.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201574.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201579.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201583.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201584.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201586.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201588.1" 0 0 0 1 0 0 2 101 0 0 1 9
"ENSG00000201591.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201592.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201594.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201596.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201598.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201600.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201602.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201604.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201608.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201609.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201610.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201612.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201614.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201616.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201618.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201619.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201620.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201622.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201623.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201624.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201627.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201628.1" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000201633.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201634.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201635.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201638.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201640.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201641.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201642.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201643.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201644.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201648.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201649.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201654.1" 0 0 0 1 0 0 0 23 0 1 0 0
"ENSG00000201658.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201660.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201662.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201663.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201665.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201666.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201668.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201671.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201672.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201674.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201675.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201676.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201679.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201680.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201683.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201684.1" 0 0 0 0 1 0 0 0 0 1 0 0
"ENSG00000201687.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201689.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201690.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201695.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201699.1" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000201700.2" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201701.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201704.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201707.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201708.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201709.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201710.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201711.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201713.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201715.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201723.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201724.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201725.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201727.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201728.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201733.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201736.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201737.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201741.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201742.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201744.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201746.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201747.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201749.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201752.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201754.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201756.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201758.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201761.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201766.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201770.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201774.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201775.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201778.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201780.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201782.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201785.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201786.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201788.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201789.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201790.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201791.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201792.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201793.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201796.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201800.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201801.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201805.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201806.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201807.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201809.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201810.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201811.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201812.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201813.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201815.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201816.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201818.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201820.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201821.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201822.1_1" 0 0 0 0 0 0 0 5 0 0 0 0
"ENSG00000201823.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201825.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201826.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201827.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201830.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201831.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201839.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201843.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201846.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201847.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201850.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201852.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201853.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201856.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201860.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201861.1_1" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000201863.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201867.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201868.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201869.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201875.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201876.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201881.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201882.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201884.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201885.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201892.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201894.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201896.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201898.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201899.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201900.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201901.1" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000201907.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201909.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201910.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201912.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201913.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201916.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201919.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201920.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201922.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201923.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201925.1" 0 0 0 1 0 0 2 101 0 0 1 9
"ENSG00000201931.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201933.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201938.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201939.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201942.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201943.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201944.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201945.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201950.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201954.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201955.1" 0 0 0 0 0 0 0 127 0 0 0 1
"ENSG00000201957.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201959.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201962.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201965.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201966.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201967.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201968.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201969.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201980.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201984.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201990.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201992.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201998.1" 0 0 0 0 0 0 0 20 0 0 1 0
"ENSG00000201999.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202000.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202001.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202008.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202012.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202014.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202016.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202017.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202021.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202023.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202024.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202025.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202026.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202027.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202029.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202031.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202034.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202035.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202039.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202041.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202044.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202047.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202048.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202050.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202051.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202054.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202056.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202059.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202060.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202063.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202064.1" 0 0 0 0 0 0 1 10 0 0 0 0
"ENSG00000202067.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202069.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202070.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202071.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202074.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202077.1" 0 0 0 0 1 0 0 0 0 0 0 8
"ENSG00000202082.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202089.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202092.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202093.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202095.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202099.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202100.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202103.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202105.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202107.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202111.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202112.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202119.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202124.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202125.1" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000202137.1" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000202140.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202141.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202142.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202144.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202146.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202147.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202151.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202157.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202159.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202160.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202164.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202167.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202169.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202172.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202174.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202175.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202177.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202178.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202182.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202183.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202184.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202186.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202187.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202188.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202189.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202190.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202191.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202195.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202198.1" 0 0 52 161 56 44 139 18133 25 57 76 304
"ENSG00000202199.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202200.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202205.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202206.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202211.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202215.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202216.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202217.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202220.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202222.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202225.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202227.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202229.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202231.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202233.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202237.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202239.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202240.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202241.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202242.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202245.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202248.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202249.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202250.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202251.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202252.1" 0 0 0 0 0 0 0 4 0 0 0 1
"ENSG00000202257.1" 0 0 0 1 0 0 2 101 0 0 1 9
"ENSG00000202260.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202261.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202263.1_1" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000202264.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202265.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202268.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202269.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202270.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202272.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202273.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202275.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202279.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202281.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202283.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202285.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202290.1_1" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000202293.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202296.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202297.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202300.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202304.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202306.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202308.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202309.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202310.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202313.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202314.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202317.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202318.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202322.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202324.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202329.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202331.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202332.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202334.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202335.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202336.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202337.1" 0 0 0 1 0 0 0 23 0 1 0 0
"ENSG00000202339.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202341.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202344.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202345.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202350.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202351.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202354.1" 0 0 0 0 0 0 0 185 1 0 0 1
"ENSG00000202356.1_1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202357.1" 0 0 0 0 0 0 0 7 0 0 0 1
"ENSG00000202358.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202360.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202361.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202363.1" 0 0 0 0 1 0 0 0 1 0 0 1
"ENSG00000202368.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202373.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202374.1" 0 0 0 0 0 0 0 0 0 0 0 0
