"geneID" "HG002" "HG003" "WB100071" "WB100005" "WB100061" "WB100043" "WB100083" "WB100079" "WB100078" "WB100074" "WB100038" "WB100017"
"ENSG00000263365.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263368.1_5" 0 0 1 0 5 4 7 2 0 1 4 1
"ENSG00000263369.6_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263371.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263372.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263375.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263377.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263378.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263380.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263381.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263382.2_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263383.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263384.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263385.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263386.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263388.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263389.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263390.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263391.1" 0 0 0 0 0 0 0 2 4 0 0 1
"ENSG00000263392.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263393.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263394.1_7" 0 0 26 144 25 46 3 24 58 18 65 16
"ENSG00000263395.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263396.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263397.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263399.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263400.8_7" 0 0 7 22 11 11 8 1 3 2 10 7
"ENSG00000263401.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263403.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263404.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263405.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263406.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263407.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263409.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263410.1" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000263413.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263414.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263415.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263416.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263417.4_5" 0 0 0 2 7 3 0 0 0 6 4 6
"ENSG00000263421.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263422.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263424.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263426.1" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000263427.1_9" 0 0 0 0 0 0 3 0 0 0 0 0
"ENSG00000263429.3_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263432.1" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000263433.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263435.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263436.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263437.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263438.6_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263439.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263441.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263445.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263447.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263448.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263449.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263450.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263452.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263453.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263456.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263457.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263458.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263459.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263460.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263462.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263463.1" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000263468.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263472.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263473.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263475.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263476.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263477.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263479.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263481.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263483.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263485.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263488.1" 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000263489.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263490.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263494.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263497.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263499.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263501.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263502.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263504.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263505.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263506.1" 0 0 0 0 1 0 0 1 0 0 0 1
"ENSG00000263507.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263508.6_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263509.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263510.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263511.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263512.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263514.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263515.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263518.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263519.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263520.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263522.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263524.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263525.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263526.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263527.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263529.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263530.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263533.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263537.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263538.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263539.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263540.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263542.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263545.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263546.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263547.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263548.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263551.6_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263554.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263555.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263556.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263557.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263558.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263561.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263565.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263566.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263567.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263568.1" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000263571.3_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263572.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263573.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263574.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263575.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263576.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263577.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263578.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263581.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263582.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263584.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263585.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263586.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263587.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263588.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263591.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263592.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263593.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263594.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263595.1" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000263596.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263597.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263599.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263600.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263602.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263603.1_8" 0 0 0 0 1 0 0 0 1 0 1 0
"ENSG00000263604.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263607.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263608.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263609.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263611.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263612.1_6" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000263613.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263614.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263616.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263618.5_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263620.1_10" 0 0 152 395 434 203 275 114 256 195 356 261
"ENSG00000263621.1" 0 0 2 2 0 1 1 0 1 0 0 0
"ENSG00000263622.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263623.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263624.1_7" 0 0 0 0 1 3 0 0 0 0 0 0
"ENSG00000263626.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263627.1_5" 0 0 0 1 0 0 0 0 0 0 2 3
"ENSG00000263628.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263629.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263630.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263631.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263632.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263633.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263634.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263635.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263636.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263637.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263639.7_5" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000263640.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263641.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263642.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263643.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263644.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263645.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263647.1_5" 0 0 64 343 291 97 136 74 54 132 174 59
"ENSG00000263648.1_5" 0 0 0 1 1 1 0 0 0 1 0 1
"ENSG00000263649.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263650.1" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000263651.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263652.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263653.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263654.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263655.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263656.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263658.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263659.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263661.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263663.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263667.3_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263669.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263670.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263672.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263674.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263675.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263676.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263677.2_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263678.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263680.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263681.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263682.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263683.1_6" 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000263684.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263685.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263686.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263688.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263689.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263690.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263691.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263692.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263694.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263697.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263698.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263705.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263706.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263707.1_7" 0 0 1 1 2 0 0 0 1 0 1 0
"ENSG00000263709.1_6" 0 0 0 2 1 1 0 0 0 1 0 0
"ENSG00000263710.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263711.6_9" 0 0 0 0 10 0 0 0 0 0 0 0
"ENSG00000263712.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263713.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263714.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263715.7_6" 0 0 13 88 29 18 4 4 13 17 32 9
"ENSG00000263716.1_4" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000263717.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263718.2_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263719.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263720.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263721.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263723.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263724.2_7" 0 0 5 7 20 3 0 0 3 5 7 0
"ENSG00000263725.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263727.1_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263729.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263730.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263732.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263733.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263734.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263735.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263737.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263738.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263741.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263742.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263743.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263744.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263746.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263748.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263749.2_5" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000263750.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263752.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263754.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263755.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263756.1_7" 0 0 1 1 0 0 1 0 3 1 0 0
"ENSG00000263757.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263759.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263761.3_5" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000263762.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263763.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263764.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263767.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263768.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263769.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263770.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263772.1_5" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000263774.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263775.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263776.1" 0 0 0 1 1 1 0 2 0 0 0 1
"ENSG00000263779.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263780.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263781.3_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263782.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263783.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263784.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263785.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263787.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263788.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263790.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263791.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263793.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263794.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263795.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263796.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263797.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263798.2_8" 0 0 997 3754 3367 1285 1537 775 1392 1350 2784 1854
"ENSG00000263800.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263802.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263803.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263804.1" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000263805.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263808.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263809.1_8" 0 0 388 3184 2216 260 80 113 71 127 579 1358
"ENSG00000263810.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263811.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263813.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263814.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263816.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263817.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263819.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263820.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263821.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263823.1_6" 0 0 2 21 29 8 7 5 4 12 16 8
"ENSG00000263825.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263826.1_6" 0 0 0 4 2 2 0 1 0 3 3 0
"ENSG00000263827.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263828.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263829.1_3" 0 0 0 0 1 2 0 0 0 0 0 0
"ENSG00000263830.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263831.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263832.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263834.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263835.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263835.1_PAR_Y" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263838.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263839.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263840.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263841.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263845.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263848.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263849.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263855.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263856.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263857.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263858.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263859.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263860.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263861.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263862.2_6" 0 0 0 0 1 0 0 0 0 0 1 0
"ENSG00000263863.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263868.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263870.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263872.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263873.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263875.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263877.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263878.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263880.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263881.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263882.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263883.1_4" 0 0 3 3 2 1 2 3 0 0 3 1
"ENSG00000263884.1_6" 0 0 1 4 4 7 1 2 0 1 7 5
"ENSG00000263885.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263886.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263888.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263889.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263890.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263891.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263892.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263893.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263894.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263895.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263897.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263898.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263900.1" 0 0 5 4 15 4 9 5 25 7 6 18
"ENSG00000263901.1" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000263902.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263903.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263904.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
