"Geneid" "HG002" "HG003"
"ENSG00000257786.1_4" 0 0
"ENSG00000257787.2_7" 0 0
"ENSG00000257792.1_4" 0 0
"ENSG00000257794.1" 0 0
"ENSG00000257797.1_6" 0 0
"ENSG00000257803.2_6" 0 0
"ENSG00000257807.1_5" 0 0
"ENSG00000257808.1_6" 0 0
"ENSG00000257813.2_6" 0 0
"ENSG00000257817.2_9" 0 0
"ENSG00000257820.1_4" 0 0
"ENSG00000257823.1_5" 0 0
"ENSG00000257824.1_7" 0 0
"ENSG00000257825.1_5" 0 0
"ENSG00000257826.1_7" 0 0
"ENSG00000257829.1_7" 0 0
"ENSG00000257830.1_8" 0 0
"ENSG00000257835.2_8" 0 0
"ENSG00000257837.1_7" 0 0
"ENSG00000257839.1_6" 0 0
"ENSG00000257842.6_7" 0 0
"ENSG00000257844.2_7" 0 0
"ENSG00000257845.1_8" 0 0
"ENSG00000257847.1_4" 0 0
"ENSG00000257848.1_5" 0 0
"ENSG00000257849.1_6" 0 0
"ENSG00000257852.1_5" 0 0
"ENSG00000257853.2_4" 0 0
"ENSG00000257855.1_6" 0 0
"ENSG00000257858.1_4" 0 0
"ENSG00000257859.2_6" 0 0
"ENSG00000257860.6_7" 0 0
"ENSG00000257863.1_6" 0 0
"ENSG00000257864.1_5" 0 0
"ENSG00000257865.1_6" 0 0
"ENSG00000257868.2" 0 0
"ENSG00000257869.1_6" 0 0
"ENSG00000257870.1_6" 0 0
"ENSG00000257872.1_5" 0 0
"ENSG00000257875.1_5" 0 0
"ENSG00000257879.1_7" 0 0
"ENSG00000257880.1_8" 0 0
"ENSG00000257883.1_6" 0 0
"ENSG00000257884.2_9" 0 0
"ENSG00000257885.1_4" 0 0
"ENSG00000257890.1_7" 0 0
"ENSG00000257891.1_7" 0 0
"ENSG00000257893.3_7" 0 0
"ENSG00000257894.2_9" 0 0
"ENSG00000257897.1_5" 0 0
"ENSG00000257899.1" 0 0
"ENSG00000257900.2_6" 0 0
"ENSG00000257904.1_6" 0 0
"ENSG00000257905.1_5" 0 0
"ENSG00000257907.2_5" 0 0
"ENSG00000257910.1_6" 0 0
"ENSG00000257912.1_6" 0 0
"ENSG00000257915.1_2" 0 0
"ENSG00000257918.1_8" 0 0
"ENSG00000257920.1_7" 0 0
"ENSG00000257921.6_9" 0 0
"ENSG00000257927.1_4" 0 0
"ENSG00000257932.1_6" 0 0
"ENSG00000257933.1" 0 0
"ENSG00000257935.2_8" 0 0
"ENSG00000257940.1_6" 0 0
"ENSG00000257941.1_5" 0 0
"ENSG00000257943.2_8" 0 0
"ENSG00000257947.1_8" 0 0
"ENSG00000257948.2_7" 0 0
"ENSG00000257949.7_7" 0 0
"ENSG00000257951.2_7" 0 0
"ENSG00000257953.1_6" 0 0
"ENSG00000257955.1_7" 0 0
"ENSG00000257956.1_4" 0 0
"ENSG00000257957.1_4" 0 0
"ENSG00000257962.1_7" 0 0
"ENSG00000257964.1_7" 0 0
"ENSG00000257966.1_4" 0 0
"ENSG00000257976.1_5" 0 0
"ENSG00000257979.1_4" 0 0
"ENSG00000257985.1_6" 0 0
"ENSG00000257986.3_8" 0 0
"ENSG00000257987.6_9" 0 0
"ENSG00000257989.1_7" 0 0
"ENSG00000257991.1_5" 0 0
"ENSG00000257994.1_6" 0 0
"ENSG00000257995.1_7" 0 0
"ENSG00000257997.5_9" 0 0
"ENSG00000257998.1_5" 0 0
"ENSG00000258001.1_6" 0 0
"ENSG00000258007.1_7" 0 0
"ENSG00000258010.4_8" 0 0
"ENSG00000258013.2_3" 0 0
"ENSG00000258016.1_4" 0 0
"ENSG00000258017.2_8" 0 0
"ENSG00000258018.2_7" 0 0
"ENSG00000258021.1_5" 0 0
"ENSG00000258024.1_4" 0 0
"ENSG00000258026.2_8" 0 0
"ENSG00000258027.2_5" 0 0
"ENSG00000258028.3_9" 0 0
"ENSG00000258036.2_7" 0 0
"ENSG00000258038.6_9" 0 0
"ENSG00000258039.2_7" 0 0
"ENSG00000258040.1" 0 0
"ENSG00000258044.1_6" 0 0
"ENSG00000258048.1_6" 0 0
"ENSG00000258050.2_7" 0 0
"ENSG00000258051.1_5" 0 0
"ENSG00000258052.1_7" 0 0
"ENSG00000258053.1_8" 0 0
"ENSG00000258064.1_7" 0 0
"ENSG00000258065.1_6" 0 0
"ENSG00000258066.1_6" 0 0
"ENSG00000258068.2_9" 0 0
"ENSG00000258071.1_4" 0 0
"ENSG00000258072.1_6" 0 0
"ENSG00000258073.1_5" 0 0
"ENSG00000258074.1_4" 0 0
"ENSG00000258076.1_6" 0 0
"ENSG00000258077.2_9" 0 0
"ENSG00000258080.1_4" 0 0
"ENSG00000258081.4_8" 0 0
"ENSG00000258082.1_7" 0 0
"ENSG00000258086.1_9" 0 0
"ENSG00000258088.1_8" 0 0
"ENSG00000258091.1_5" 0 0
"ENSG00000258092.1_8" 0 0
"ENSG00000258093.1" 0 0
"ENSG00000258096.1_6" 0 0
"ENSG00000258098.2_8" 0 0
"ENSG00000258107.3_7" 0 0
"ENSG00000258108.2_9" 0 0
"ENSG00000258111.1_6" 0 0
"ENSG00000258112.1_4" 0 0
"ENSG00000258114.1_6" 0 0
"ENSG00000258115.1_7" 0 0
"ENSG00000258116.1_5" 0 0
"ENSG00000258117.2_8" 0 0
"ENSG00000258118.1_5" 0 0
"ENSG00000258119.1_7" 0 0
"ENSG00000258121.1_7" 0 0
"ENSG00000258122.1_8" 0 0
"ENSG00000258123.1_6" 0 0
"ENSG00000258125.1_7" 0 0
"ENSG00000258130.8_8" 0 0
"ENSG00000258131.1_7" 0 0
"ENSG00000258133.1_6" 0 0
"ENSG00000258134.1_5" 0 0
"ENSG00000258135.5_8" 0 0
"ENSG00000258136.2_7" 0 0
"ENSG00000258137.5_7" 0 0
"ENSG00000258140.2_7" 0 0
"ENSG00000258142.2_6" 0 0
"ENSG00000258144.2_8" 0 0
"ENSG00000258148.2_6" 0 0
"ENSG00000258150.6_9" 0 0
"ENSG00000258153.1_4" 0 0
"ENSG00000258154.2_6" 0 0
"ENSG00000258159.1_4" 0 0
"ENSG00000258162.4_8" 0 0
"ENSG00000258167.1_7" 0 0
"ENSG00000258168.6_8" 0 0
"ENSG00000258171.2_8" 0 0
"ENSG00000258172.1_7" 0 0
"ENSG00000258173.1_5" 0 0
"ENSG00000258175.1_7" 0 0
"ENSG00000258177.1_7" 0 0
"ENSG00000258178.1_6" 0 0
"ENSG00000258179.1_5" 0 0
"ENSG00000258183.6_8" 0 0
"ENSG00000258184.1_5" 0 0
"ENSG00000258185.2_8" 0 0
"ENSG00000258186.2_3" 0 0
"ENSG00000258193.1_5" 0 0
"ENSG00000258196.1_7" 0 0
"ENSG00000258197.1_8" 0 0
"ENSG00000258199.1_8" 0 0
"ENSG00000258202.1_5" 0 0
"ENSG00000258203.5_7" 0 0
"ENSG00000258204.1_5" 0 0
"ENSG00000258205.1_5" 0 0
"ENSG00000258206.1_5" 0 0
"ENSG00000258210.1_8" 0 0
"ENSG00000258212.1_4" 0 0
"ENSG00000258214.1_7" 0 0
"ENSG00000258215.1_5" 0 0
"ENSG00000258220.1_7" 0 0
"ENSG00000258223.6_5" 0 0
"ENSG00000258224.1_5" 0 0
"ENSG00000258225.1_7" 0 0
"ENSG00000258230.2_6" 0 0
"ENSG00000258231.5_7" 0 0
"ENSG00000258232.2_8" 0 0
"ENSG00000258233.1_4" 0 0
"ENSG00000258234.1_7" 0 0
"ENSG00000258235.1_7" 0 0
"ENSG00000258239.1_4" 0 0
"ENSG00000258240.6_8" 0 0
"ENSG00000258244.1_4" 0 0
"ENSG00000258251.1_4" 0 0
"ENSG00000258253.1_6" 0 0
"ENSG00000258254.1_7" 0 0
"ENSG00000258256.1_7" 0 0
"ENSG00000258260.1_7" 0 0
"ENSG00000258262.1_6" 0 0
"ENSG00000258265.1_6" 0 0
"ENSG00000258271.1_6" 0 0
"ENSG00000258272.1_7" 0 0
"ENSG00000258274.1_7" 0 0
"ENSG00000258275.1_3" 0 0
"ENSG00000258278.2_3" 0 0
"ENSG00000258279.4_8" 0 0
"ENSG00000258282.2_5" 0 0
"ENSG00000258283.1_7" 0 0
"ENSG00000258284.1_4" 0 0
"ENSG00000258285.1_5" 0 0
"ENSG00000258290.1_4" 0 0
"ENSG00000258292.1_6" 0 0
"ENSG00000258294.5_7" 0 0
"ENSG00000258300.2_5" 0 0
"ENSG00000258303.1_7" 0 0
"ENSG00000258304.1_5" 0 0
"ENSG00000258308.6_8" 0 0
"ENSG00000258312.1_7" 0 0
"ENSG00000258313.1_7" 0 0
"ENSG00000258314.3_7" 0 0
"ENSG00000258316.1_4" 0 0
"ENSG00000258320.1_6" 0 0
"ENSG00000258323.1_7" 0 0
"ENSG00000258324.2_9" 0 0
"ENSG00000258325.2_9" 0 0
"ENSG00000258331.1_6" 0 0
"ENSG00000258332.3_7" 0 0
"ENSG00000258334.1_7" 0 0
"ENSG00000258336.2_5" 0 0
"ENSG00000258337.1_8" 0 0
"ENSG00000258338.1_6" 0 0
"ENSG00000258342.2_9" 0 0
"ENSG00000258343.2_8" 0 0
"ENSG00000258345.1_8" 0 0
"ENSG00000258346.1_6" 0 0
"ENSG00000258350.1_4" 0 0
"ENSG00000258354.1_7" 0 0
"ENSG00000258355.1_8" 0 0
"ENSG00000258357.1_6" 0 0
"ENSG00000258358.2_6" 0 0
"ENSG00000258360.1_5" 0 0
"ENSG00000258363.2" 0 0
"ENSG00000258364.1_7" 0 0
"ENSG00000258367.2_5" 0 0
"ENSG00000258368.2_3" 0 0
"ENSG00000258369.1_4" 0 0
"ENSG00000258373.1_4" 0 0
"ENSG00000258375.2_6" 0 0
"ENSG00000258377.1_7" 0 0
"ENSG00000258378.1_8" 0 0
"ENSG00000258379.1_7" 0 0
"ENSG00000258380.1_6" 0 0
"ENSG00000258383.1_7" 0 0
"ENSG00000258385.1_5" 0 0
"ENSG00000258386.1_6" 0 0
"ENSG00000258387.1_5" 0 0
"ENSG00000258389.2" 0 0
"ENSG00000258390.2_8" 0 0
"ENSG00000258392.1_4" 0 0
"ENSG00000258393.1_6" 0 0
"ENSG00000258394.1_8" 0 0
"ENSG00000258395.1" 0 0
"ENSG00000258397.1_4" 0 0
"ENSG00000258399.7_8" 0 0
"ENSG00000258400.1_8" 0 0
"ENSG00000258401.1_5" 0 0
"ENSG00000258402.1_7" 0 0
"ENSG00000258406.1_5" 0 0
"ENSG00000258407.1_8" 0 0
"ENSG00000258408.1_4" 0 0
"ENSG00000258410.1_7" 0 0
"ENSG00000258412.1_7" 0 0
"ENSG00000258413.2_8" 0 0
"ENSG00000258415.2_7" 0 0
"ENSG00000258416.1_7" 0 0
"ENSG00000258417.3_7" 0 0
"ENSG00000258419.1_7" 0 0
"ENSG00000258420.1_6" 0 0
"ENSG00000258421.2_5" 0 0
"ENSG00000258422.5_8" 0 0
"ENSG00000258423.1_3" 0 0
"ENSG00000258425.1_6" 0 0
"ENSG00000258426.1_7" 0 0
"ENSG00000258428.5_7" 0 0
"ENSG00000258430.1_6" 0 0
"ENSG00000258433.2_8" 0 0
"ENSG00000258435.1_6" 0 0
"ENSG00000258436.1_3" 0 0
"ENSG00000258437.1_6" 0 0
"ENSG00000258438.3_4" 0 0
"ENSG00000258440.1_5" 0 0
"ENSG00000258443.1_8" 0 0
"ENSG00000258444.1_6" 0 0
"ENSG00000258445.3_6" 0 0
"ENSG00000258446.1_5" 0 0
"ENSG00000258448.1_5" 0 0
"ENSG00000258449.1_7" 0 0
"ENSG00000258450.1_8" 0 0
"ENSG00000258451.1_8" 0 0
"ENSG00000258452.1_5" 0 0
"ENSG00000258453.3_6" 0 0
"ENSG00000258455.1_7" 0 0
"ENSG00000258456.2_5" 0 0
"ENSG00000258459.1_6" 0 0
"ENSG00000258460.2_10" 0 0
"ENSG00000258461.5_7" 0 0
"ENSG00000258462.2_6" 0 0
"ENSG00000258463.1_5" 0 0
"ENSG00000258464.2_8" 0 0
"ENSG00000258465.8_9" 0 0
"ENSG00000258466.5_10" 0 0
"ENSG00000258467.1_5" 0 0
"ENSG00000258468.1_2" 0 0
"ENSG00000258469.1_4" 0 0
"ENSG00000258472.9_11" 0 0
"ENSG00000258473.2_9" 0 0
"ENSG00000258474.1_6" 0 0
"ENSG00000258477.1_4" 0 0
"ENSG00000258478.1_7" 0 0
"ENSG00000258479.6_6" 0 0
"ENSG00000258481.1_7" 0 0
"ENSG00000258482.1_2" 0 0
"ENSG00000258483.4_8" 0 0
"ENSG00000258485.2_5" 0 0
"ENSG00000258487.2_8" 0 0
"ENSG00000258489.4_9" 0 0
"ENSG00000258490.1_7" 0 0
"ENSG00000258491.2_5" 0 0
"ENSG00000258493.2_6" 0 0
"ENSG00000258494.1_3" 0 0
"ENSG00000258496.1_6" 0 0
"ENSG00000258497.1_6" 0 0
"ENSG00000258498.8_5" 0 0
"ENSG00000258499.1_8" 0 0
"ENSG00000258500.2_6" 0 0
"ENSG00000258501.1_4" 0 0
"ENSG00000258502.6_8" 0 0
"ENSG00000258503.1_5" 0 0
"ENSG00000258504.2_6" 0 0
"ENSG00000258505.1_6" 0 0
"ENSG00000258506.2_6" 0 0
"ENSG00000258507.1_8" 0 0
"ENSG00000258509.1_5" 0 0
"ENSG00000258510.2_6" 0 0
"ENSG00000258512.1_3" 0 0
"ENSG00000258513.1_5" 0 0
"ENSG00000258516.2_8" 0 0
"ENSG00000258517.1_6" 0 0
"ENSG00000258519.1_6" 0 0
"ENSG00000258520.1_7" 0 0
"ENSG00000258521.1_7" 0 0
"ENSG00000258524.1_2" 0 0
"ENSG00000258525.2_9" 0 0
"ENSG00000258527.1_4" 0 0
"ENSG00000258529.5_8" 0 0
"ENSG00000258531.2_5" 0 0
"ENSG00000258534.1_7" 0 0
"ENSG00000258535.1_7" 0 0
"ENSG00000258536.1_4" 0 0
"ENSG00000258537.5_6" 0 0
"ENSG00000258538.5_6" 0 0
"ENSG00000258540.1_5" 0 0
"ENSG00000258541.1_2" 0 0
"ENSG00000258542.1_6" 0 0
"ENSG00000258544.1_4" 0 0
"ENSG00000258545.6_6" 0 0
"ENSG00000258548.6_6" 0 0
"ENSG00000258549.1_5" 0 0
"ENSG00000258550.1_2" 0 0
"ENSG00000258551.6_8" 0 0
"ENSG00000258552.1_5" 0 0
"ENSG00000258554.1_8" 0 0
"ENSG00000258555.6_4" 0 0
"ENSG00000258556.1_6" 0 0
"ENSG00000258557.1_5" 0 0
"ENSG00000258558.1_7" 0 0
"ENSG00000258560.1_8" 0 0
"ENSG00000258562.2_6" 0 0
"ENSG00000258563.2_5" 0 0
"ENSG00000258564.2_4" 0 0
"ENSG00000258566.2_5" 0 0
"ENSG00000258567.1_2" 0 0
"ENSG00000258568.1_2" 0 0
"ENSG00000258569.1_8" 0 0
"ENSG00000258570.1_6" 0 0
"ENSG00000258571.1_3" 0 0
"ENSG00000258572.1_6" 0 0
"ENSG00000258573.6_7" 0 0
"ENSG00000258576.1_7" 0 0
"ENSG00000258577.1_4" 0 0
"ENSG00000258578.2_6" 0 0
"ENSG00000258580.1_7" 0 0
"ENSG00000258583.7_7" 0 0
"ENSG00000258584.2_8" 0 0
"ENSG00000258585.2_6" 0 0
"ENSG00000258586.1_7" 0 0
"ENSG00000258587.1_5" 0 0
"ENSG00000258588.3_4" 0 0
"ENSG00000258591.2_6" 0 0
"ENSG00000258592.1_7" 0 0
"ENSG00000258593.2_7" 0 0
"ENSG00000258594.1_6" 0 0
"ENSG00000258595.2_6" 0 0
"ENSG00000258597.3_4" 0 0
"ENSG00000258598.1_7" 0 0
"ENSG00000258599.2_8" 0 0
"ENSG00000258600.1_7" 0 0
"ENSG00000258601.1_6" 0 0
"ENSG00000258604.1_8" 0 0
"ENSG00000258605.1_4" 0 0
"ENSG00000258609.3_6" 0 0
"ENSG00000258610.1_7" 0 0
"ENSG00000258611.2_6" 0 0
"ENSG00000258613.1_6" 0 0
"ENSG00000258618.2_5" 0 0
"ENSG00000258619.2_6" 0 0
"ENSG00000258620.2_8" 0 0
"ENSG00000258622.2_6" 0 0
"ENSG00000258624.1_4" 0 0
"ENSG00000258625.2_4" 0 0
"ENSG00000258626.2_5" 0 0
"ENSG00000258627.1_5" 0 0
"ENSG00000258628.1_6" 0 0
"ENSG00000258629.1_5" 0 0
"ENSG00000258630.3_9" 0 0
"ENSG00000258631.3_7" 0 0
"ENSG00000258632.2_6" 0 0
"ENSG00000258633.1_8" 0 0
"ENSG00000258637.1_7" 0 0
"ENSG00000258638.2_6" 0 0
"ENSG00000258639.1_5" 0 0
"ENSG00000258640.3_4" 0 0
"ENSG00000258641.1_2" 0 0
"ENSG00000258642.1_7" 0 0
"ENSG00000258643.5_6" 0 0
"ENSG00000258644.6_10" 0 0
"ENSG00000258645.2_5" 0 0
"ENSG00000258646.1_7" 0 0
"ENSG00000258647.6_7" 0 0
"ENSG00000258648.1_4" 0 0
"ENSG00000258649.1_6" 0 0
"ENSG00000258651.1_6" 0 0
"ENSG00000258653.3_8" 0 0
"ENSG00000258655.2_7" 0 0
"ENSG00000258656.1_5" 0 0
"ENSG00000258657.5_6" 0 0
"ENSG00000258658.1_7" 0 0
"ENSG00000258660.1_7" 0 0
"ENSG00000258661.1_7" 0 0
"ENSG00000258662.1_7" 0 0
"ENSG00000258663.1_7" 0 0
"ENSG00000258665.1_6" 0 0
"ENSG00000258666.1_7" 0 0
"ENSG00000258668.1_4" 0 0
"ENSG00000258670.1_7" 0 0
"ENSG00000258671.2_6" 0 0
"ENSG00000258672.1_7" 0 0
"ENSG00000258674.5_8" 0 0
"ENSG00000258675.2_8" 0 0
"ENSG00000258676.5_7" 0 0
"ENSG00000258677.2_8" 0 0
"ENSG00000258678.2_8" 0 0
"ENSG00000258679.1_6" 0 0
"ENSG00000258680.2_7" 0 0
"ENSG00000258681.1_5" 0 0
"ENSG00000258683.1_7" 0 0
"ENSG00000258684.2_5" 0 0
"ENSG00000258685.2_6" 0 0
"ENSG00000258687.1_6" 0 0
"ENSG00000258690.1_6" 0 0
"ENSG00000258691.1_6" 0 0
"ENSG00000258692.2_5" 0 0
"ENSG00000258693.1_7" 0 0
"ENSG00000258696.1_7" 0 0
"ENSG00000258698.1_8" 0 0
"ENSG00000258699.1_7" 0 0
"ENSG00000258700.6_7" 0 0
"ENSG00000258702.3_8" 0 0
"ENSG00000258703.1_6" 0 0
"ENSG00000258705.2_6" 0 0
"ENSG00000258706.1_4" 0 0
"ENSG00000258707.2_6" 0 0
"ENSG00000258708.1_5" 0 0
"ENSG00000258710.8_8" 0 0
"ENSG00000258711.2_8" 0 0
"ENSG00000258712.2_5" 0 0
"ENSG00000258713.2_4" 0 0
"ENSG00000258716.1_6" 0 0
"ENSG00000258717.1_7" 0 0
"ENSG00000258718.3_8" 0 0
"ENSG00000258719.1_7" 0 0
"ENSG00000258721.3_5" 0 0
"ENSG00000258722.2_6" 0 0
"ENSG00000258723.1_7" 0 0
"ENSG00000258724.1_7" 0 0
"ENSG00000258725.2_8" 0 0
"ENSG00000258726.1_2" 0 0
"ENSG00000258728.1_7" 0 0
"ENSG00000258729.2_6" 0 0
"ENSG00000258734.2_6" 0 0
"ENSG00000258735.1_3" 0 0
"ENSG00000258736.1_7" 0 0
"ENSG00000258737.2_3" 0 0
"ENSG00000258739.1_4" 0 0
"ENSG00000258740.1_7" 0 0
"ENSG00000258742.6_8" 0 0
"ENSG00000258743.6_7" 0 0
"ENSG00000258746.2_7" 0 0
"ENSG00000258747.2_7" 0 0
"ENSG00000258748.1_7" 0 0
"ENSG00000258749.1_7" 0 0
"ENSG00000258750.2_6" 0 0
"ENSG00000258751.2_8" 0 0
"ENSG00000258752.2_8" 0 0
"ENSG00000258753.1_6" 0 0
"ENSG00000258757.1_6" 0 0
"ENSG00000258759.1_5" 0 0
"ENSG00000258761.1_8" 0 0
"ENSG00000258762.1_4" 0 0
"ENSG00000258763.5_9" 0 0
"ENSG00000258764.1_5" 0 0
"ENSG00000258765.1_7" 0 0
"ENSG00000258766.1_6" 0 0
"ENSG00000258767.1_6" 0 0
"ENSG00000258770.1_7" 0 0
"ENSG00000258771.1_4" 0 0
"ENSG00000258772.1_8" 0 0
"ENSG00000258773.2_8" 0 0
"ENSG00000258774.1_2" 0 0
"ENSG00000258776.1_7" 0 0
"ENSG00000258777.1_6" 0 0
"ENSG00000258778.2_6" 0 0
"ENSG00000258779.8_8" 0 0
"ENSG00000258780.1_4" 0 0
"ENSG00000258781.3_5" 0 0
"ENSG00000258782.3_8" 0 0
"ENSG00000258783.1_4" 0 0
"ENSG00000258784.1_7" 0 0
"ENSG00000258785.6_6" 0 0
"ENSG00000258787.1_6" 0 0
"ENSG00000258788.3_5" 0 0
"ENSG00000258789.1_8" 0 0
"ENSG00000258790.1_6" 0 0
"ENSG00000258791.9_7" 0 0
"ENSG00000258792.4_8" 0 0
"ENSG00000258793.1_7" 0 0
"ENSG00000258794.3_3" 0 0
"ENSG00000258795.1_6" 0 0
"ENSG00000258796.1_5" 0 0
"ENSG00000258797.2_7" 0 0
"ENSG00000258798.1_7" 0 0
"ENSG00000258799.1_4" 0 0
"ENSG00000258800.1_7" 0 0
"ENSG00000258802.1_5" 0 0
"ENSG00000258803.1_7" 0 0
"ENSG00000258804.1_5" 0 0
"ENSG00000258805.1_4" 0 0
"ENSG00000258806.2_5" 0 0
"ENSG00000258807.5_8" 0 0
"ENSG00000258808.1_7" 0 0
"ENSG00000258810.1_6" 0 0
"ENSG00000258811.1_6" 0 0
"ENSG00000258812.1_2" 0 0
"ENSG00000258813.2_8" 0 0
"ENSG00000258814.2_7" 0 0
"ENSG00000258815.1_7" 0 0
"ENSG00000258816.1_6" 0 0
"ENSG00000258817.1_3" 0 0
"ENSG00000258818.4_5" 0 0
"ENSG00000258820.5_6" 0 0
"ENSG00000258822.2_4" 0 0
"ENSG00000258823.1_7" 0 0
"ENSG00000258826.6_9" 0 0
"ENSG00000258827.2_9" 0 0
"ENSG00000258828.2_5" 0 0
"ENSG00000258829.1_7" 0 0
"ENSG00000258830.1_8" 0 0
"ENSG00000258834.4_4" 0 0
"ENSG00000258835.1_3" 0 0
"ENSG00000258836.2_6" 0 0
"ENSG00000258837.1_7" 0 0
"ENSG00000258841.1_4" 0 0
"ENSG00000258842.1_8" 0 0
"ENSG00000258843.1_7" 0 0
"ENSG00000258844.2_7" 0 0
"ENSG00000258845.1_6" 0 0
"ENSG00000258846.1_5" 0 0
"ENSG00000258847.1_8" 0 0
"ENSG00000258848.1_4" 0 0
"ENSG00000258849.1_2" 0 0
"ENSG00000258850.1_7" 0 0
"ENSG00000258853.1_7" 0 0
"ENSG00000258854.1_7" 0 0
"ENSG00000258855.1_3" 0 0
"ENSG00000258856.2_6" 0 0
"ENSG00000258857.1_6" 0 0
"ENSG00000258858.1_7" 0 0
"ENSG00000258859.1_7" 0 0
"ENSG00000258860.1_7" 0 0
"ENSG00000258861.1_5" 0 0
"ENSG00000258863.1_4" 0 0
"ENSG00000258864.1_7" 0 0
"ENSG00000258866.2_7" 0 0
"ENSG00000258868.1_7" 0 0
"ENSG00000258869.1_7" 0 0
"ENSG00000258870.1_4" 0 0
"ENSG00000258871.1_7" 0 0
"ENSG00000258872.2_6" 0 0
"ENSG00000258874.1_7" 0 0
"ENSG00000258876.1_7" 0 0
"ENSG00000258877.2_5" 0 0
"ENSG00000258881.6_8" 0 0
"ENSG00000258883.1_6" 0 0
"ENSG00000258885.1_6" 0 0
"ENSG00000258886.2_5" 0 0
"ENSG00000258887.3_7" 0 0
"ENSG00000258888.1_6" 0 0
"ENSG00000258892.1_7" 0 0
"ENSG00000258893.1_4" 0 0
"ENSG00000258894.1_6" 0 0
"ENSG00000258895.1_5" 0 0
"ENSG00000258896.1_4" 0 0
"ENSG00000258897.1_6" 0 0
"ENSG00000258899.1_2" 0 0
"ENSG00000258900.1_5" 0 0
"ENSG00000258901.2_7" 0 0
"ENSG00000258902.1_7" 0 0
"ENSG00000258905.1_2" 0 0
"ENSG00000258906.2_6" 0 0
"ENSG00000258907.2_8" 0 0
"ENSG00000258908.1_7" 0 0
"ENSG00000258909.1_8" 0 0
"ENSG00000258910.3_7" 0 0
"ENSG00000258913.2_7" 0 0
"ENSG00000258915.1_4" 0 0
"ENSG00000258916.2_6" 0 0
"ENSG00000258917.1_4" 0 0
"ENSG00000258918.1_8" 0 0
"ENSG00000258919.1_7" 0 0
"ENSG00000258921.1_9" 0 0
"ENSG00000258922.1_8" 0 0
"ENSG00000258923.2_5" 0 0
"ENSG00000258924.4_8" 0 0
"ENSG00000258925.2_3" 0 0
"ENSG00000258927.2_7" 0 0
"ENSG00000258930.1_5" 0 0
"ENSG00000258931.1_7" 0 0
"ENSG00000258933.1_7" 0 0
"ENSG00000258934.1_5" 0 0
"ENSG00000258935.1_6" 0 0
"ENSG00000258938.1_7" 0 0
"ENSG00000258942.1_7" 0 0
"ENSG00000258943.1_7" 0 0
"ENSG00000258945.1_6" 0 0
"ENSG00000258947.7_8" 0 0
"ENSG00000258948.2_5" 0 0
"ENSG00000258949.1_7" 0 0
"ENSG00000258951.1_4" 0 0
"ENSG00000258952.2_4" 0 0
"ENSG00000258954.1_7" 0 0
"ENSG00000258955.2_7" 0 0
"ENSG00000258956.2_5" 0 0
"ENSG00000258957.2_8" 0 0
"ENSG00000258958.1_6" 0 0
"ENSG00000258959.2_7" 0 0
"ENSG00000258960.1_5" 0 0
"ENSG00000258962.2_6" 0 0
"ENSG00000258963.1_4" 0 0
"ENSG00000258964.1_7" 0 0
"ENSG00000258965.2_7" 0 0
"ENSG00000258966.1_5" 0 0
"ENSG00000258967.1_4" 0 0
"ENSG00000258968.2_6" 0 0
"ENSG00000258969.2_9" 0 0
"ENSG00000258970.1_7" 0 0
"ENSG00000258971.1_5" 0 0
"ENSG00000258972.1_4" 0 0
"ENSG00000258973.1_9" 0 0
"ENSG00000258975.1_8" 0 0
"ENSG00000258976.1_7" 0 0
"ENSG00000258977.2_7" 0 0
"ENSG00000258978.1_4" 0 0
"ENSG00000258979.3_7" 0 0
"ENSG00000258980.1_5" 0 0
"ENSG00000258981.1_2" 0 0
"ENSG00000258982.1_7" 0 0
"ENSG00000258983.2_9" 0 0
"ENSG00000258984.5_3" 0 0
"ENSG00000258985.1_6" 0 0
"ENSG00000258986.7_8" 0 0
"ENSG00000258988.1_5" 0 0
"ENSG00000258989.1_7" 0 0
"ENSG00000258990.2_5" 0 0
"ENSG00000258991.1_2" 0 0
"ENSG00000258992.7_7" 0 0
"ENSG00000258993.1_5" 0 0
"ENSG00000258995.1_5" 0 0
"ENSG00000258996.2_6" 0 0
"ENSG00000258997.2_5" 0 0
"ENSG00000258998.2_9" 0 0
"ENSG00000259004.2_8" 0 0
"ENSG00000259006.1_7" 0 0
"ENSG00000259007.1_7" 0 0
"ENSG00000259008.1_6" 0 0
"ENSG00000259009.4_3" 0 0
"ENSG00000259010.1_5" 2 2
"ENSG00000259011.1_6" 0 0
"ENSG00000259012.2_5" 0 0
"ENSG00000259013.2_6" 0 0
"ENSG00000259016.1_6" 0 0
"ENSG00000259017.1_7" 0 0
"ENSG00000259018.1_6" 0 0
"ENSG00000259019.1_4" 0 0
"ENSG00000259020.3_5" 0 0
"ENSG00000259021.2_3" 0 0
"ENSG00000259022.2_5" 0 0
"ENSG00000259023.3_8" 0 0
"ENSG00000259024.6_5" 0 0
"ENSG00000259025.1_5" 0 0
"ENSG00000259026.1_7" 0 0
"ENSG00000259028.1_6" 0 0
"ENSG00000259029.1_2" 0 0
"ENSG00000259031.1_6" 0 0
"ENSG00000259033.2_7" 0 0
"ENSG00000259035.2_8" 0 0
"ENSG00000259036.1_7" 0 0
"ENSG00000259037.1_8" 0 0
"ENSG00000259038.1_7" 0 0
