"Geneid" "HG002" "HG003"
"ENSG00000089116.4_5" 0 0
"ENSG00000089123.16_6" 84 275
"ENSG00000089127.13_7" 79816 82280
"ENSG00000089154.11_5" 13291 13001
"ENSG00000089157.16_7" 161853 88903
"ENSG00000089159.16_8" 26795 37785
"ENSG00000089163.4_3" 678 0
"ENSG00000089169.15_7" 2498 4338
"ENSG00000089177.18_5" 1636 860
"ENSG00000089195.15_5" 3555 1988
"ENSG00000089199.10_7" 62 0
"ENSG00000089220.5_4" 12064 6189
"ENSG00000089225.20_4" 66 0
"ENSG00000089234.16_6" 5280 7858
"ENSG00000089248.7_5" 25963 20566
"ENSG00000089250.19_7" 0 0
"ENSG00000089280.19_3" 49855 41155
"ENSG00000089289.16_4" 7115 2923
"ENSG00000089327.15_6" 39084 32615
"ENSG00000089335.21_6" 4403 1352
"ENSG00000089351.14_5" 18810 20072
"ENSG00000089356.18_6" 0 0
"ENSG00000089472.16_7" 0 0
"ENSG00000089486.17_7" 6140 5929
"ENSG00000089505.17_6" 605 945
"ENSG00000089558.9_8" 61 0
"ENSG00000089597.18_6" 33775 36765
"ENSG00000089639.11_6" 35025 37956
"ENSG00000089682.16_7" 1148 1130
"ENSG00000089685.15_7" 1266 0
"ENSG00000089692.9_5" 1902 632
"ENSG00000089693.10_5" 16821 17222
"ENSG00000089723.10_4" 2 0
"ENSG00000089737.17_6" 26634 26685
"ENSG00000089775.11_4" 6507 8958
"ENSG00000089818.18_6" 6208 2853
"ENSG00000089820.16_7" 61709 41830
"ENSG00000089847.12_7" 310 0
"ENSG00000089876.12_9" 1053 4077
"ENSG00000089902.10_5" 10406 12714
"ENSG00000089916.18_7" 8366 8672
"ENSG00000090006.18_6" 4996 6032
"ENSG00000090013.11_6" 9672 13031
"ENSG00000090020.11_5" 5958 4770
"ENSG00000090054.15_6" 5229 9524
"ENSG00000090060.18_6" 34271 27574
"ENSG00000090061.17_6" 3331 2801
"ENSG00000090097.21_9" 1882 7
"ENSG00000090104.12_4" 382 0
"ENSG00000090238.12_6" 49538 50070
"ENSG00000090263.16_7" 1358 920
"ENSG00000090266.13_7" 2524 2841
"ENSG00000090273.14_5" 12679 13306
"ENSG00000090316.16_5" 12954 13808
"ENSG00000090339.9_4" 1899 3474
"ENSG00000090372.15_7" 15771 11806
"ENSG00000090376.11_5" 7526 20789
"ENSG00000090382.7_4" 438489 276573
"ENSG00000090402.8_5" 0 0
"ENSG00000090432.7_5" 5564 1938
"ENSG00000090447.12_5" 604 3099
"ENSG00000090470.15_8" 5861 6228
"ENSG00000090487.11_5" 14100 16447
"ENSG00000090512.12_7" 0 0
"ENSG00000090520.11_4" 2418 3480
"ENSG00000090530.10_6" 6 0
"ENSG00000090534.20_9" 0 0
"ENSG00000090539.15_5" 0 0
"ENSG00000090554.13_5" 415 478
"ENSG00000090565.17_8" 6001 1473
"ENSG00000090581.10_5" 7357 5701
"ENSG00000090612.22_8" 1446 1684
"ENSG00000090615.15_7" 12873 6360
"ENSG00000090621.14_8" 17108 14889
"ENSG00000090659.18_8" 548 0
"ENSG00000090661.12_5" 4345 2656
"ENSG00000090674.16_5" 2074 2356
"ENSG00000090686.16_5" 9764 13866
"ENSG00000090776.6_4" 568 684
"ENSG00000090857.14_5" 6076 3284
"ENSG00000090861.16_5" 6897 10420
"ENSG00000090863.12_5" 25577 22512
"ENSG00000090889.12_4" 298 0
"ENSG00000090905.19_5" 13198 12788
"ENSG00000090924.15_6" 6030 9199
"ENSG00000090932.11_4" 284 0
"ENSG00000090971.5_4" 317 0
"ENSG00000090975.12_5" 5010 6293
"ENSG00000090989.18_5" 8175 7546
"ENSG00000091009.8_5" 4419 7816
"ENSG00000091010.6_6" 0 0
"ENSG00000091039.17_7" 21727 30888
"ENSG00000091073.19_4" 5722 1562
"ENSG00000091106.19_5" 3162 12018
"ENSG00000091127.14_5" 558 4183
"ENSG00000091128.13_10" 0 0
"ENSG00000091129.21_10" 152 0
"ENSG00000091136.14_6" 2 981
"ENSG00000091137.14_6" 0 0
"ENSG00000091138.13_6" 0 0
"ENSG00000091140.14_4" 7399 4172
"ENSG00000091157.13_5" 3370 3672
"ENSG00000091164.13_6" 8533 7218
"ENSG00000091181.19_4" 2168 0
"ENSG00000091262.15_4" 940 1365
"ENSG00000091317.8_5" 35379 39013
"ENSG00000091409.15_6" 8175 7941
"ENSG00000091428.18_4" 0 42
"ENSG00000091436.17_6" 2128 696
"ENSG00000091482.8_7" 0 0
"ENSG00000091483.7_4" 4260 7582
"ENSG00000091490.11_7" 12851 17706
"ENSG00000091513.16_6" 206 180
"ENSG00000091527.15_4" 25760 32113
"ENSG00000091536.19_7" 78 0
"ENSG00000091542.9_4" 16413 13495
"ENSG00000091583.11_6" 0 0
"ENSG00000091592.16_7" 39560 41471
"ENSG00000091622.16_6" 0 0
"ENSG00000091640.8_5" 4862 6072
"ENSG00000091651.9_5" 10 143
"ENSG00000091656.19_9" 0 0
"ENSG00000091664.9_5" 0 0
"ENSG00000091704.10_6" 0 0
"ENSG00000091732.17_6" 1180 3280
"ENSG00000091831.23_6" 997 949
"ENSG00000091844.8_6" 0 1682
"ENSG00000091879.14_4" 137 391
"ENSG00000091947.10_6" 5316 1909
"ENSG00000091972.18_8" 1258 1262
"ENSG00000091986.15_8" 0 0
"ENSG00000092009.10_5" 0 0
"ENSG00000092010.15_5" 70456 77486
"ENSG00000092020.10_5" 9054 8095
"ENSG00000092036.18_6" 1762 4858
"ENSG00000092051.17_6" 216 0
"ENSG00000092054.13_5" 258 0
"ENSG00000092067.5_4" 1894 654
"ENSG00000092068.20_7" 156 0
"ENSG00000092094.11_6" 7100 2391
"ENSG00000092096.17_6" 240 396
"ENSG00000092098.17_6" 94 1
"ENSG00000092108.21_9" 5417 6582
"ENSG00000092140.16_7" 2732 3245
"ENSG00000092148.13_8" 15034 8333
"ENSG00000092199.17_9" 79523 83655
"ENSG00000092200.12_5" 2320 2613
"ENSG00000092201.10_5" 16304 9430
"ENSG00000092203.15_10" 15302 12174
"ENSG00000092208.17_6" 2418 0
"ENSG00000092295.12_6" 114 0
"ENSG00000092330.18_9" 17234 12165
"ENSG00000092345.14_5" 34 0
"ENSG00000092377.15_5" 0 0
"ENSG00000092421.16_7" 26 118
"ENSG00000092439.16_10" 7709 8290
"ENSG00000092445.12_5" 34 0
"ENSG00000092470.12_5" 936 756
"ENSG00000092529.25_8" 2159 4032
"ENSG00000092531.10_5" 3353 6715
"ENSG00000092607.15_6" 0 0
"ENSG00000092621.12_5" 544 0
"ENSG00000092758.18_9" 197 0
"ENSG00000092820.18_6" 38233 43609
"ENSG00000092841.19_6" 49345 37050
"ENSG00000092847.13_6" 11688 8885
"ENSG00000092850.12_5" 472 0
"ENSG00000092853.14_6" 1486 273
"ENSG00000092871.17_7" 7660 8326
"ENSG00000092929.11_7" 38147 40949
"ENSG00000092931.11_4" 4063 4853
"ENSG00000092964.18_7" 12145 11975
"ENSG00000092969.12_6" 2 0
"ENSG00000092978.11_5" 1435 4194
"ENSG00000093000.19_5" 26416 37313
"ENSG00000093009.11_4" 248 0
"ENSG00000093010.14_6" 6581 4135
"ENSG00000093072.18_11" 53926 47800
"ENSG00000093100.13_8" 0 0
"ENSG00000093134.15_7" 8055 12596
"ENSG00000093144.19_8" 9137 7378
"ENSG00000093167.18_8" 5605 8831
"ENSG00000093183.14_7" 6871 4202
"ENSG00000093217.11_6" 180 0
"ENSG00000094631.21_8" 3424 7138
"ENSG00000094661.3_5" 13 0
"ENSG00000094755.17_7" 0 0
"ENSG00000094796.5_5" 0 0
"ENSG00000094804.12_7" 422 0
"ENSG00000094841.14_5" 1964 2596
"ENSG00000094880.11_7" 4590 2666
"ENSG00000094914.14_7" 4848 5544
"ENSG00000094916.16_7" 11509 6572
"ENSG00000094963.14_4" 0 0
"ENSG00000094975.14_5" 3720 3754
"ENSG00000095002.15_6" 4506 2060
"ENSG00000095015.6_4" 23500 31658
"ENSG00000095059.16_7" 896 636
"ENSG00000095066.11_9" 1524 1730
"ENSG00000095110.8_9" 0 0
"ENSG00000095139.14_4" 20895 34040
"ENSG00000095203.14_4" 0 0
"ENSG00000095209.12_8" 994 1118
"ENSG00000095261.14_4" 6681 3911
"ENSG00000095303.17_8" 6654 9442
"ENSG00000095319.14_5" 7331 7209
"ENSG00000095321.17_9" 2223 4990
"ENSG00000095370.20_7" 20674 24571
"ENSG00000095380.11_4" 7625 9422
"ENSG00000095383.20_7" 5841 2027
"ENSG00000095397.16_8" 643 941
"ENSG00000095464.10_4" 0 0
"ENSG00000095485.18_6" 6815 4596
"ENSG00000095539.15_5" 442 559
"ENSG00000095564.14_4" 9400 12683
"ENSG00000095574.12_4" 5748 8614
"ENSG00000095585.17_5" 8363 5623
"ENSG00000095587.9_5" 0 0
"ENSG00000095596.12_5" 0 0
"ENSG00000095627.9_3" 0 0
"ENSG00000095637.22_9" 14 0
"ENSG00000095713.14_7" 0 0
"ENSG00000095739.11_4" 0 0
"ENSG00000095752.7_7" 0 0
"ENSG00000095777.17_7" 46 0
"ENSG00000095787.23_8" 27591 31383
"ENSG00000095794.19_8" 1544 2462
"ENSG00000095906.17_6" 7240 5798
"ENSG00000095917.14_5" 287 0
"ENSG00000095932.7_7" 310 3706
"ENSG00000095951.17_5" 3878 9018
"ENSG00000095970.17_4" 0 0
"ENSG00000095981.10_6" 0 0
"ENSG00000096006.11_4" 2 1076
"ENSG00000096060.14_4" 13830 20356
"ENSG00000096063.16_8" 3999 10964
"ENSG00000096070.19_6" 7121 5014
"ENSG00000096080.11_5" 882 2121
"ENSG00000096088.16_5" 0 0
"ENSG00000096092.6_4" 706 1430
"ENSG00000096093.16_5" 920 1794
"ENSG00000096264.14_4" 0 0
"ENSG00000096384.20_4" 80839 80880
"ENSG00000096395.11_6" 0 0
"ENSG00000096401.8_4" 8567 11276
"ENSG00000096433.11_5" 4601 8285
"ENSG00000096654.15_3" 842 2244
"ENSG00000096696.14_5" 8 2014
"ENSG00000096717.12_4" 5678 4288
"ENSG00000096746.17_3" 22485 19296
"ENSG00000096872.16_6" 1236 132
"ENSG00000096968.14_4" 13914 15354
"ENSG00000096996.16_6" 7677 11622
"ENSG00000097007.19_8" 4248 3016
"ENSG00000097021.19_5" 586 1366
"ENSG00000097033.14_5" 23101 35334
"ENSG00000097046.13_4" 1161 1730
"ENSG00000097096.9_5" 0 0
"ENSG00000099139.14_7" 1228 1840
"ENSG00000099194.6_4" 1790 1974
"ENSG00000099203.7_6" 350 378
"ENSG00000099204.20_8" 27027 24161
"ENSG00000099219.14_5" 2170 1928
"ENSG00000099246.17_3" 6692 4651
"ENSG00000099250.18_9" 1 0
"ENSG00000099251.14_4" 541 822
"ENSG00000099256.19_5" 0 0
"ENSG00000099260.11_5" 0 0
"ENSG00000099282.10_5" 18 0
"ENSG00000099284.14_5" 830 206
"ENSG00000099290.17_6" 1342 228
"ENSG00000099308.10_5" 17770 18940
"ENSG00000099326.9_7" 3546 2538
"ENSG00000099330.9_4" 3086 4278
"ENSG00000099331.13_5" 33862 34225
"ENSG00000099337.5_4" 11104 13804
"ENSG00000099338.23_7" 913 52
"ENSG00000099341.11_7" 15786 10582
"ENSG00000099364.16_7" 2929 5094
"ENSG00000099365.11_5" 1 110
"ENSG00000099377.14_6" 0 224
"ENSG00000099381.18_4" 5788 4411
"ENSG00000099385.11_7" 2487 1787
"ENSG00000099399.6_5" 0 0
"ENSG00000099617.4_4" 8 0
"ENSG00000099622.14_8" 67327 43031
"ENSG00000099624.8_6" 6742 6626
"ENSG00000099625.13_6" 1 0
"ENSG00000099715.14_8" 0 0
"ENSG00000099721.14_5" 0 0
"ENSG00000099725.14_4" 8426 1
"ENSG00000099769.6_5" 6 0
"ENSG00000099783.12_8" 35271 40101
"ENSG00000099785.10_6" 8512 16104
"ENSG00000099795.7_5" 4083 1654
"ENSG00000099797.15_6" 9749 4278
"ENSG00000099800.8_6" 4410 1436
"ENSG00000099804.9_4" 9617 17249
"ENSG00000099810.21_7" 1253 1705
"ENSG00000099812.9_6" 0 0
"ENSG00000099814.16_5" 586 668
"ENSG00000099817.12_5" 19084 16732
"ENSG00000099821.14_5" 7401 6370
"ENSG00000099822.3_4" 35 80
"ENSG00000099834.19_4" 338 750
"ENSG00000099840.14_6" 779 616
"ENSG00000099849.15_6" 5318 2508
"ENSG00000099860.9_7" 13834 5506
"ENSG00000099864.18_6" 434 0
"ENSG00000099866.15_6" 174 0
"ENSG00000099869.8_8" 0 0
"ENSG00000099875.14_6" 34546 38619
"ENSG00000099889.14_6" 1037 138
"ENSG00000099899.15_9" 4746 7646
"ENSG00000099901.17_8" 5433 4014
"ENSG00000099904.15_4" 8542 6718
"ENSG00000099910.17_6" 5059 3172
"ENSG00000099917.17_6" 26438 18197
"ENSG00000099937.11_4" 0 0
"ENSG00000099940.12_5" 5802 2309
"ENSG00000099942.13_4" 13740 14944
"ENSG00000099949.21_7" 3091 2304
"ENSG00000099953.10_7" 882 38
"ENSG00000099954.18_5" 16 0
"ENSG00000099956.20_6" 8866 8500
"ENSG00000099957.16_4" 0 0
"ENSG00000099958.15_4" 80 14
"ENSG00000099960.13_6" 0 0
"ENSG00000099968.18_5" 5862 6270
"ENSG00000099974.8_5" 383 464
"ENSG00000099977.14_5" 0 0
"ENSG00000099984.11_6" 0 0
"ENSG00000099985.4_5" 708 606
"ENSG00000099991.18_8" 18724 16167
"ENSG00000099992.16_6" 4938 1906
"ENSG00000099994.11_4" 296 0
"ENSG00000099995.19_9" 24039 30355
"ENSG00000099998.17_7" 62 0
"ENSG00000099999.15_9" 653 200
"ENSG00000100003.18_6" 609 714
"ENSG00000100012.12_6" 26 0
"ENSG00000100014.20_7" 2963 1830
"ENSG00000100023.19_5" 5758 5472
"ENSG00000100024.15_5" 631 0
"ENSG00000100027.16_6" 730 856
"ENSG00000100028.12_5" 5926 4868
"ENSG00000100029.18_7" 9048 6329
"ENSG00000100030.15_4" 19616 31869
"ENSG00000100031.19_7" 26 630
"ENSG00000100033.16_6" 142 0
"ENSG00000100034.14_6" 25689 28844
"ENSG00000100036.13_5" 274 430
"ENSG00000100038.19_7" 0 0
"ENSG00000100053.10_4" 0 0
"ENSG00000100055.21_5" 59578 62189
"ENSG00000100056.12_8" 4581 3600
"ENSG00000100058.12_4" 1645 3810
"ENSG00000100060.18_8" 16067 15261
"ENSG00000100065.15_7" 0 0
"ENSG00000100068.13_9" 2048 2502
"ENSG00000100075.10_5" 6048 2240
"ENSG00000100077.15_7" 9717 11340
"ENSG00000100078.4_5" 0 0
"ENSG00000100079.7_5" 1529 3344
"ENSG00000100083.19_6" 10626 8480
"ENSG00000100084.14_6" 3492 2876
"ENSG00000100092.23_8" 6588 4117
"ENSG00000100095.19_5" 544 320
"ENSG00000100097.12_4" 12971 10298
"ENSG00000100099.20_6" 4098 4067
"ENSG00000100100.13_7" 28447 22942
"ENSG00000100101.15_9" 0 0
"ENSG00000100104.13_5" 1648 1876
"ENSG00000100105.18_6" 8641 5146
"ENSG00000100106.22_9" 9682 11166
"ENSG00000100109.17_6" 8582 7075
"ENSG00000100116.16_6" 76 0
"ENSG00000100121.13_5" 0 0
"ENSG00000100122.7_6" 64 0
"ENSG00000100124.15_6" 3796 1574
"ENSG00000100129.18_8" 22052 23250
"ENSG00000100138.15_7" 13308 6635
"ENSG00000100139.13_7" 5589 2798
"ENSG00000100142.16_6" 3454 1404
"ENSG00000100146.18_6" 2 0
"ENSG00000100147.13_3" 356 2136
"ENSG00000100150.20_9" 3519 5419
"ENSG00000100151.16_5" 1663 948
"ENSG00000100154.14_8" 796 4
"ENSG00000100156.10_7" 0 0
"ENSG00000100162.15_5" 226 0
"ENSG00000100167.20_6" 0 0
"ENSG00000100170.10_4" 0 0
"ENSG00000100181.22_8" 1910 528
"ENSG00000100191.5_4" 0 0
"ENSG00000100196.11_4" 0 0
"ENSG00000100197.22_7" 372 0
"ENSG00000100201.22_7" 178543 227209
"ENSG00000100206.10_5" 26 552
"ENSG00000100207.18_7" 7770 10708
"ENSG00000100209.11_4" 1122 4
"ENSG00000100211.10_3" 222 0
"ENSG00000100216.6_4" 4010 5366
"ENSG00000100218.12_5" 8 0
"ENSG00000100219.16_8" 21036 17585
"ENSG00000100220.12_5" 13037 5688
"ENSG00000100221.10_5" 7051 3070
"ENSG00000100225.18_6" 29266 72401
"ENSG00000100226.16_6" 17156 17408
"ENSG00000100227.18_6" 12155 20293
"ENSG00000100228.12_3" 556 388
"ENSG00000100234.11_3" 34 1146
"ENSG00000100239.16_7" 14365 14282
"ENSG00000100241.21_7" 25152 23779
"ENSG00000100242.15_6" 49673 37130
"ENSG00000100243.21_6" 11392 16583
"ENSG00000100246.13_6" 1852 70
"ENSG00000100249.4_3" 0 0
"ENSG00000100253.13_5" 0 0
"ENSG00000100258.18_7" 13573 11654
"ENSG00000100263.14_6" 934 1702
"ENSG00000100266.19_6" 16309 25069
"ENSG00000100271.17_5" 2214 688
"ENSG00000100276.10_6" 0 152
"ENSG00000100280.16_5" 13554 12346
"ENSG00000100281.14_5" 3164 1338
"ENSG00000100284.21_7" 12368 13772
"ENSG00000100285.10_4" 666 692
"ENSG00000100288.20_5" 304 253
"ENSG00000100290.3_4" 0 362
"ENSG00000100292.17_4" 9886 13486
"ENSG00000100294.13_7" 176 36
"ENSG00000100296.13_5" 9044 10509
"ENSG00000100297.16_5" 7130 5852
"ENSG00000100298.15_3" 256 1606
"ENSG00000100299.18_5" 10761 16540
"ENSG00000100300.18_5" 21818 12621
"ENSG00000100302.7_4" 0 0
"ENSG00000100304.13_6" 3009 2764
"ENSG00000100307.13_7" 13988 13919
"ENSG00000100311.17_7" 516 368
"ENSG00000100312.11_4" 0 0
"ENSG00000100314.4_4" 185 0
"ENSG00000100316.16_7" 239129 143179
"ENSG00000100319.13_5" 1873 6834
"ENSG00000100320.23_7" 0 0
"ENSG00000100321.15_7" 1870 2455
"ENSG00000100324.14_4" 4819 4232
"ENSG00000100325.15_7" 19912 29496
"ENSG00000100330.16_5" 3541 1600
"ENSG00000100335.15_8" 4749 7050
"ENSG00000100336.17_5" 300 354
"ENSG00000100341.12_5" 8 0
"ENSG00000100342.21_3" 13670 21045
"ENSG00000100344.11_5" 0 0
"ENSG00000100345.22_5" 154655 166320
"ENSG00000100346.18_4" 1196 1152
"ENSG00000100347.15_5" 5286 2818
"ENSG00000100348.10_5" 6548 6620
"ENSG00000100350.14_5" 418 948
"ENSG00000100351.17_5" 16231 13026
"ENSG00000100353.18_5" 25865 20918
"ENSG00000100354.21_8" 17011 17489
"ENSG00000100359.21_5" 177 1039
"ENSG00000100360.15_7" 3491 1919
"ENSG00000100362.13_5" 0 0
"ENSG00000100364.18_6" 21298 19784
"ENSG00000100365.16_6" 35209 31650
"ENSG00000100368.14_7" 70226 97652
"ENSG00000100372.15_7" 2240 2370
"ENSG00000100373.10_5" 610 16
"ENSG00000100376.12_4" 8260 5498
"ENSG00000100379.17_6" 2274 718
"ENSG00000100380.14_6" 32459 37794
"ENSG00000100385.14_5" 24444 16942
"ENSG00000100387.9_4" 4924 2204
"ENSG00000100393.14_6" 18759 26337
"ENSG00000100395.15_4" 4684 2413
"ENSG00000100399.16_6" 90 24
"ENSG00000100401.19_5" 15529 18558
"ENSG00000100403.12_4" 6859 7966
"ENSG00000100410.8_5" 2636 884
"ENSG00000100412.16_4" 7254 10371
"ENSG00000100413.17_5" 3152 2589
"ENSG00000100416.15_6" 3124 3180
"ENSG00000100417.12_5" 1808 2428
"ENSG00000100418.8_5" 7195 2785
"ENSG00000100422.14_5" 19318 15163
"ENSG00000100425.18_5" 5805 11133
"ENSG00000100426.7_5" 2076 3876
"ENSG00000100427.16_5" 3914 4672
"ENSG00000100429.18_6" 520 337
"ENSG00000100433.15_6" 0 0
"ENSG00000100439.10_3" 2889 6875
"ENSG00000100441.10_6" 9400 15876
"ENSG00000100442.11_6" 2956 2682
"ENSG00000100445.17_8" 1526 194
"ENSG00000100448.4_5" 0 0
"ENSG00000100450.13_5" 8011 5441
"ENSG00000100453.13_6" 8385 14186
"ENSG00000100461.18_7" 19386 20803
"ENSG00000100462.16_9" 3285 3959
"ENSG00000100473.18_6" 0 0
"ENSG00000100478.15_8" 2742 799
"ENSG00000100479.13_5" 409 765
"ENSG00000100483.14_6" 2822 2085
"ENSG00000100485.12_5" 6828 19331
"ENSG00000100490.9_4" 1866 1266
"ENSG00000100503.24_8" 29562 37028
"ENSG00000100504.17_5" 25088 33184
"ENSG00000100505.13_4" 0 108
"ENSG00000100519.12_8" 6391 6760
"ENSG00000100522.10_7" 1356 1172
"ENSG00000100523.16_6" 8847 5424
"ENSG00000100526.20_6" 0 778
"ENSG00000100528.12_6" 5432 4270
"ENSG00000100532.12_5" 986 2
"ENSG00000100554.12_8" 4502 3980
"ENSG00000100557.9_6" 2 0
"ENSG00000100558.9_6" 372 438
"ENSG00000100564.9_7" 2517 5
"ENSG00000100565.15_3" 22 0
"ENSG00000100567.13_6" 17118 11090
"ENSG00000100568.11_8" 3622 10412
"ENSG00000100575.14_5" 1941 2200
"ENSG00000100577.19_5" 2356 162
"ENSG00000100578.17_9" 3466 2794
"ENSG00000100580.8_5" 4748 5676
"ENSG00000100583.4_3" 0 0
"ENSG00000100591.8_6" 14300 14968
"ENSG00000100592.15_4" 3571 172
"ENSG00000100593.18_6" 0 0
"ENSG00000100596.6_4" 17863 21524
"ENSG00000100599.16_8" 33163 38896
"ENSG00000100600.15_6" 444 380
"ENSG00000100601.10_6" 3842 3672
"ENSG00000100603.14_4" 9651 5252
"ENSG00000100604.13_6" 0 6
"ENSG00000100605.17_7" 22820 27927
"ENSG00000100612.14_6" 16245 13383
"ENSG00000100614.18_7" 12056 18025
"ENSG00000100625.9_6" 0 0
"ENSG00000100626.17_5" 146 0
"ENSG00000100628.12_5" 1519 872
"ENSG00000100629.17_8" 546 0
"ENSG00000100632.11_5" 6854 4025
"ENSG00000100644.17_8" 17833 23257
"ENSG00000100647.8_4" 20649 30438
"ENSG00000100650.16_5" 65012 72703
"ENSG00000100652.5_5" 0 0
"ENSG00000100664.11_5" 25298 28883
"ENSG00000100665.12_5" 0 0
"ENSG00000100678.19_5" 116 0
"ENSG00000100697.14_6" 16843 9068
"ENSG00000100711.13_3" 1941 572
"ENSG00000100714.17_9" 4711 1170
"ENSG00000100721.11_8" 25020 20096
"ENSG00000100722.20_8" 3972 4386
"ENSG00000100726.15_4" 5863 846
"ENSG00000100731.16_6" 21777 28479
"ENSG00000100739.11_5" 0 0
"ENSG00000100744.15_7" 4062 2425
"ENSG00000100749.8_5" 2315 1578
"ENSG00000100764.14_6" 4644 2809
"ENSG00000100767.17_6" 799 28
"ENSG00000100784.12_8" 4836 10658
"ENSG00000100796.17_7" 20739 20833
"ENSG00000100802.15_6" 3043 4102
"ENSG00000100804.19_6" 2406 870
"ENSG00000100811.14_7" 21245 20880
"ENSG00000100813.14_7" 43433 54868
"ENSG00000100814.18_5" 2938 3722
"ENSG00000100815.12_9" 3902 2819
"ENSG00000100823.12_5" 17359 12752
"ENSG00000100836.10_6" 11664 11742
"ENSG00000100842.13_5" 0 0
"ENSG00000100852.13_6" 1075 2015
"ENSG00000100865.15_6" 3876 2944
"ENSG00000100867.15_4" 0 0
"ENSG00000100883.12_6" 7781 4104
"ENSG00000100884.9_5" 0 0
"ENSG00000100888.14_8" 13468 15176
"ENSG00000100889.12_4" 7284 9530
"ENSG00000100890.16_6" 285 832
"ENSG00000100897.18_8" 18190 12439
"ENSG00000100902.11_7" 1043 130
"ENSG00000100906.11_4" 18448 20102
"ENSG00000100908.14_5" 1557 644
"ENSG00000100911.16_6" 35034 35474
"ENSG00000100916.14_5" 918 1526
"ENSG00000100918.13_9" 7755 5779
"ENSG00000100926.15_9" 557 1054
"ENSG00000100934.15_6" 2186 3340
"ENSG00000100938.17_7" 14509 17628
"ENSG00000100941.9_4" 21228 22761
"ENSG00000100949.14_4" 4604 2738
"ENSG00000100968.14_5" 0 0
"ENSG00000100979.15_6" 460 0
"ENSG00000100982.12_5" 12310 10214
"ENSG00000100983.12_8" 5900 2066
"ENSG00000100985.7_3" 6659 2745
"ENSG00000100987.14_5" 0 0
"ENSG00000100991.12_6" 18442 20060
"ENSG00000100994.12_5" 8263 9923
"ENSG00000100997.20_8" 2385 2676
"ENSG00000101000.6_6" 238 0
"ENSG00000101003.10_4" 10 608
"ENSG00000101004.15_7" 4 0
"ENSG00000101017.14_8" 3406 7424
"ENSG00000101019.22_7" 4548 3872
"ENSG00000101040.19_7" 9216 7316
"ENSG00000101049.17_8" 0 0
"ENSG00000101052.13_4" 1002 1806
"ENSG00000101057.16_4" 64 178
"ENSG00000101074.5_4" 0 0
"ENSG00000101076.16_5" 0 0
"ENSG00000101079.21_7" 8487 10580
"ENSG00000101082.14_6" 5278 6750
"ENSG00000101084.18_6" 2200 447
"ENSG00000101096.20_5" 10467 8332
"ENSG00000101098.13_4" 0 0
"ENSG00000101104.13_3" 5056 8020
"ENSG00000101109.12_5" 50174 62273
"ENSG00000101115.13_5" 34 12
"ENSG00000101126.18_8" 13145 14008
"ENSG00000101132.10_4" 986 0
"ENSG00000101134.12_4" 0 0
"ENSG00000101138.12_5" 4853 2228
"ENSG00000101144.13_5" 0 0
"ENSG00000101146.13_5" 3614 4217
"ENSG00000101150.17_5" 26887 23649
"ENSG00000101152.11_4" 23060 25186
"ENSG00000101158.15_6" 13517 10456
"ENSG00000101160.14_5" 66139 68072
"ENSG00000101161.8_4" 25011 17714
"ENSG00000101162.4_4" 5319 21348
"ENSG00000101166.16_5" 12203 8832
"ENSG00000101180.16_5" 0 0
"ENSG00000101181.17_4" 4676 6926
"ENSG00000101182.15_6" 19201 11095
"ENSG00000101187.16_5" 68 0
"ENSG00000101188.5_4" 282 2
"ENSG00000101189.7_4" 2218 1675
"ENSG00000101190.13_5" 2462 852
"ENSG00000101191.17_5" 14071 18381
"ENSG00000101193.8_4" 9963 13810
"ENSG00000101194.18_6" 1708 6794
"ENSG00000101197.13_4" 0 296
"ENSG00000101198.15_5" 0 0
"ENSG00000101199.13_8" 8515 12083
"ENSG00000101200.5_5" 0 0
"ENSG00000101203.16_3" 0 0
"ENSG00000101204.17_6" 0 0
"ENSG00000101210.12_8" 0 0
"ENSG00000101213.7_5" 234 442
"ENSG00000101216.11_5" 3459 5132
"ENSG00000101220.18_4" 3027 5538
"ENSG00000101222.12_5" 242 0
"ENSG00000101224.17_5" 27156 19048
"ENSG00000101230.6_6" 346 0
"ENSG00000101236.17_5" 24809 40429
"ENSG00000101246.20_6" 7255 4582
"ENSG00000101247.18_6" 1228 849
"ENSG00000101251.12_7" 0 0
"ENSG00000101255.11_5" 1388 644
"ENSG00000101265.16_5" 55751 104875
"ENSG00000101266.19_8" 15544 11163
"ENSG00000101276.17_8" 0 0
"ENSG00000101278.6_5" 0 0
"ENSG00000101280.8_5" 4 0
"ENSG00000101282.9_6" 459 472
"ENSG00000101290.14_7" 13715 16487
"ENSG00000101292.7_4" 0 0
"ENSG00000101294.18_6" 16021 17761
"ENSG00000101298.15_6" 3454 2810
"ENSG00000101306.11_4" 0 0
"ENSG00000101307.16_6" 21167 33870
"ENSG00000101310.17_9" 6784 11482
"ENSG00000101311.15_4" 220 0
"ENSG00000101323.5_5" 0 0
"ENSG00000101327.9_5" 0 0
"ENSG00000101331.17_6" 0 0
"ENSG00000101333.16_4" 0 230
"ENSG00000101335.10_4" 1272 3932
"ENSG00000101336.15_9" 64092 106886
"ENSG00000101337.16_6" 12954 11968
"ENSG00000101342.10_4" 712 2259
"ENSG00000101343.14_5" 9473 10636
"ENSG00000101346.14_5" 3417 1278
"ENSG00000101347.10_7" 92761 103285
"ENSG00000101349.16_6" 0 0
